x,flux,continuum,model
1500.0,11.800528761155892,12.219323106093752,2.2721783403195785
1501.0006671114077,11.467433136401777,12.209004619283483,2.2985120228918223
1502.001334222815,12.378524577629575,12.196655821414652,2.3247200730651008
1503.0020013342228,13.028146339970963,12.183551641241054,2.350792237626121
1504.0026684456304,12.071070430565888,12.171056892158694,2.376718175068244
1505.003335557038,12.366372499417947,12.160424272831255,2.4024875967178523
1506.0040026684455,12.060446539833896,12.152629685475372,2.4280902088163363
1507.0046697798532,13.05014545983338,12.14825076034209,2.4535134480140814
1508.0053368912609,13.245845380222027,12.147226162509316,2.478748675128039
1509.0060040026685,13.825772583493041,12.14889610932131,2.5037859572645647
1510.006671114076,12.371112923753538,12.15200845185089,2.528615106582716
1511.0073382254836,13.921363795153859,12.154789021283083,2.553226124929202
1512.0080053368913,16.18650429929148,12.155078669686498,2.577609230347476
1513.008672448299,15.405602046895556,12.150526994355005,2.6017551228203817
1514.0093395597064,14.834983909777497,12.138819086783156,2.6256557313573166
1515.010006671114,13.716622043331936,12.117787306465036,2.649302660668591
1516.0106737825217,16.358187634923482,12.085908681814795,2.6726973902936564
1517.0113408939292,13.495246863848616,12.042342819610338,2.6958525737713335
1518.0120080053368,15.50887150654005,11.986972190962218,2.718802510745692
1519.0126751167445,17.349307357901633,11.920453341295168,2.741625778221737
1520.0133422281522,14.433955521693841,11.844174259276054,2.7644837072122335
1521.0140093395596,17.322963129544267,11.760124032282283,2.787687194828006
1522.0146764509673,19.731418742198137,11.670707694041027,2.811821359833168
1523.015343562375,17.59795813880799,11.578628954197915,2.837949041790348
1524.0160106737826,17.320614344090508,11.486584550139263,2.867845078492701
1525.01667778519,18.828857685393583,11.397027673100173,2.904443604697003
1526.0173448965977,17.052584498857286,11.312060171627916,2.9524029367091873
1527.0180120080054,17.01990841479804,11.233308380882095,3.0188384861149555
1528.018679119413,18.205638972310343,11.161897560546988,3.1142042329943314
1529.0193462308205,21.94396063541806,11.09856012871987,3.254238758482939
1530.0200133422281,18.663000593989707,11.043354562074791,3.459329587730562
1531.0206804536358,18.473054150249155,10.995982187684461,3.7556780260745377
1532.0213475650435,22.472866526251877,10.955887874446038,4.17572789051765
1533.022014676451,19.895480989670325,10.92233177298098,4.757008496833027
1534.0226817878586,20.18443590289568,10.894490235903046,5.540164870500863
1535.0233488992662,21.178775473116897,10.871567881754125,6.56860932831652
1536.0240160106737,9.802903661850426,10.852735605886075,7.876703113969137
1537.0246831220813,15.655704640234923,10.837259016273526,9.483512497304163
1538.025350233489,10.538614780173763,10.824541272978092,11.390659220585109
