x,flux,continuum,model
1500.0,0.5961936290890139,0.7409846745485015,0.16457685739108027
1501.0006671114077,0.9565349622483901,0.7488133679626043,0.18458472606889198
1502.001334222815,-0.3343345809612951,0.7542333808701812,0.2065743103701188
1503.0020013342228,2.482249004901953,0.7568407472531155,0.23068150667583937
1504.0026684456304,-0.7896417553353235,0.7565399871598602,0.2570444544608293
1505.003335557038,-0.18734142762004513,0.7535210291035469,0.28580565152412407
1506.0040026684455,1.4326123223443314,0.7482426585174613,0.31713224047632926
1507.0046697798532,0.7476142629203045,0.7414451661179078,0.35113268664992736
1508.0053368912609,0.8394138336348511,0.7340166478731303,0.387941564326597
1509.0060040026685,1.6949643107031005,0.7269459489261442,0.42768947585955447
1510.006671114076,2.1278220487298287,0.7212386090498653,0.4705015259135422
1511.0073382254836,1.6323993220992672,0.7177991314670193,0.5164957899883783
1512.0080053368913,1.0785393818046605,0.7173156099460761,0.5657847065944208
1513.008672448299,0.9351034170355834,0.7201491529875962,0.6184728081261429
1514.0093395597064,2.0556466858505944,0.7262831635261228,0.6747043055997074
1515.010006671114,0.9581905059476146,0.7351553263473001,0.7345485570493935
1516.0106737825217,1.6170731730278298,0.7457832265180896,0.7980992205686804
1517.0113408939292,1.4118128943531287,0.7568318808875253,0.8654853245700775
1518.0120080053368,0.10001476989777323,0.7667324805821476,0.9368801492384111
1519.0126751167445,1.269466497520002,0.7738559440821539,1.012536310412605
1520.0133422281522,-0.41673692371853194,0.7766992083967375,1.09283520179989
1521.0140093395596,1.842860855652445,0.7740252177778653,1.178393559999635
1522.0146764509673,1.3803381837214235,0.7650728582013325,1.2701083173896197
1523.015343562375,-0.2522538587062182,0.7497552220786851,1.3691496804697492
1524.0160106737826,1.6867841790843443,0.7285152532680816,1.4771801022990398
1525.01667778519,2.622537700949827,0.7023229197787191,1.5963575704067325
1526.0173448965977,2.8783420732339122,0.6725509345566624,1.7293387171363985
1527.0180120080054,2.0649985502596215,0.6408108582959682,1.87918880710073
1528.018679119413,2.0099395972951943,0.6087746988361035,2.0494950652552686
1529.0193462308205,2.6690381288862,0.577998206413978,2.2433982011782994
1530.0200133422281,2.626727239593356,0.5497000661385955,2.463331625722089
1531.0206804536358,3.9511825312823268,0.5247228068066585,2.7106908937625027
1532.0213475650435,4.344698043953262,0.5035106698902684,2.9850923055492244
1533.022014676451,3.2510787320215293,0.48614674626007026,3.283838649052483
1534.0226817878586,4.729011965077101,0.4724466100133521,3.601639342980257
1535.0233488992662,5.918397934289255,0.4619910650136126,3.929990646248278
1536.0240160106737,4.239841129485752,0.45421352934001324,4.257795408200895
1537.0246831220813,4.392431623169592,0.44856893414099597,4.5724087803507505
1538.025350233489,6.434971794985454,0.4445472482142805,4.860470446822168
1539.0260173448967,7.582744371422233,0.4417132468318001,5.109179922919498
1540.026684456304,5.983065130144134,0.4397295231425002,5.306896649842336
1541.0273515677118,4.829830461962832,0.4383289939740924,5.446005274649487
1542.0280186791194,5.276936007337472,0.43733493727974854,5.523619693102271
1543.028685790527,7.716407005563615,0.4366477943631363,5.540813538631768
1544.0293529019345,6.05076282245563,0.43622453550852186,5.502861478557902
1545.0300200133422,7.322047941652162,0.43607354929328146,5.418476073238968
1546.0306871247499,6.20959439125902,0.43623043024716013,5.298528943670191
1547.0313542361575,8.485960880032833,0.4367423500456235,5.156332357805369
1548.032021347565,9.203207186886601,0.43765440262468125,5.003851163809269
1549.0326884589726,1.5487582771889294,0.4389957452301529,4.851626545719129
1550.0333555703803,0.8232990093034482,0.4407536849574334,4.708007214508723
1551.034022681788,7.144247913101584,0.44286676477031833,4.579148472554173
1552.0346897931954,2.2430754522452716,0.44518848588285664,4.467859513887021
1553.035356904603,4.503369921472417,0.44752080861015836,4.3747072840015
1554.0360240160107,7.0794666230589725,0.4496247097527042,4.298476519370795
1555.0366911274182,6.538472897776527,0.4512493995530278,4.236681451693202
1556.0373582388258,4.49190365564681,0.4521480534638491,4.1863066452679805
1557.0380253502335,5.569186550289564,0.45217397976118034,4.143578894379214
1558.0386924616412,5.194033857141751,0.4512671805035778,4.1052087605755965
1559.0393595730486,6.454114796557631,0.44946988394547754,4.068322199354908
1560.0400266844563,4.91392803188402,0.4469181049137068,4.030541075190615
1561.040693795864,4.859769724073891,0.44381926098307634,3.989934770805212
1562.0413609072716,5.137072556358145,0.4404384231251156,3.9452460325826255
1563.042028018679,6.20368585963343,0.4370165207875889,3.895629512789444
