Wavelength (Ang),Flux
2221.09,2.58074e-15
2221.62,2.07759e-15
2222.14,1.62265e-15
2222.67,3.90575e-15
2223.19,1.89791e-15
2223.72,2.07438e-15
2224.24,3.05700e-15
2224.76,2.12777e-15
2225.29,2.98090e-15
2225.81,2.18965e-15
2226.34,2.80322e-15
2226.86,3.09115e-15
2227.39,2.82660e-15
2227.91,2.83971e-15
2228.43,3.09438e-15
2228.96,3.23572e-15
2229.48,3.63937e-15
2230.01,2.90209e-15
2230.53,2.73692e-15
2231.06,3.08458e-15
2231.58,2.95670e-15
2232.11,3.31794e-15
2232.63,3.14575e-15
2233.15,3.33887e-15
2233.68,3.64573e-15
2234.20,3.23134e-15
2234.73,3.24835e-15
2235.25,3.18994e-15
2235.78,3.02074e-15
2236.30,3.59847e-15
2236.82,3.64667e-15
2237.35,3.21548e-15
2237.87,3.56078e-15
2238.40,2.75501e-15
2238.92,3.11865e-15
2239.45,3.47796e-15
2239.97,3.20710e-15
2240.50,2.99035e-15
2241.02,2.69699e-15
2241.54,3.25215e-15
2242.07,2.83242e-15
2242.59,3.10754e-15
2243.12,3.29045e-15
2243.64,3.04733e-15
2244.17,3.03210e-15
2244.69,2.95669e-15
2245.22,3.18916e-15
2245.74,3.60682e-15
2246.26,3.12768e-15
2246.79,3.01635e-15
2247.31,2.95641e-15
2247.84,2.45258e-15
2248.36,2.63668e-15
2248.89,2.74949e-15
2249.41,2.27926e-15
2249.94,2.36128e-15
2250.46,2.72857e-15
2250.98,2.63013e-15
2251.51,2.74890e-15
2252.03,3.15926e-15
2252.56,3.40393e-15
2253.08,3.83692e-15
2253.61,3.62380e-15
2254.13,3.05459e-15
2254.66,3.12819e-15
2255.18,3.28809e-15
2255.71,3.27900e-15
2256.23,2.91864e-15
2256.75,2.86661e-15
2257.28,2.94563e-15
2257.80,2.51683e-15
2258.33,3.16105e-15
2258.85,3.47890e-15
2259.38,3.88404e-15
2259.90,2.53938e-15
2260.43,2.60481e-15
2260.95,3.35877e-15
2261.48,3.40710e-15
2262.00,2.99120e-15
2262.53,2.94677e-15
2263.05,3.31782e-15
2263.57,3.46459e-15
2264.10,2.79035e-15
2264.62,2.67343e-15
2265.15,2.98535e-15
2265.67,2.78582e-15
2266.20,2.80445e-15
2266.72,3.40707e-15
2267.25,2.67611e-15
2267.77,3.07144e-15
2268.30,3.20005e-15
2268.82,3.26261e-15
2269.35,2.32284e-15
2269.87,2.95458e-15
2270.40,2.37608e-15
2270.92,2.70473e-15
2271.44,2.93135e-15
2271.97,2.49007e-15
2272.49,3.32716e-15
2273.02,2.87894e-15
2273.54,2.35879e-15
2274.07,2.96452e-15
2274.59,2.82599e-15
2275.12,3.21546e-15
2275.64,2.64615e-15
2276.17,2.85726e-15
2276.69,2.41235e-15
2277.22,2.96521e-15
2277.74,2.54820e-15
2278.27,2.75176e-15
2278.79,2.72755e-15
2279.32,2.62605e-15
2279.84,2.63646e-15
2280.37,3.16603e-15
2280.89,2.72379e-15
2281.41,2.33322e-15
2281.94,2.20884e-15
2282.46,2.51375e-15
2282.99,2.32684e-15
2283.51,2.13277e-15
2284.04,2.46813e-15
2284.56,2.56533e-15
2285.09,2.88520e-15
2285.61,2.98015e-15
2286.14,2.41186e-15
2286.66,2.83073e-15
2287.19,2.85912e-15
2287.71,2.48104e-15
2288.24,2.74541e-15
2288.76,2.73627e-15
2289.29,2.23609e-15
2289.81,2.60651e-15
2290.34,2.69663e-15
2290.86,2.64202e-15
2291.39,2.97742e-15
2291.91,3.00088e-15
2292.44,2.77296e-15
2292.96,3.07506e-15
2293.49,3.02443e-15
2294.01,2.71900e-15
2294.54,3.37993e-15
2295.06,2.39864e-15
2295.58,2.25771e-15
2296.11,2.87571e-15
2296.63,2.67072e-15
2297.16,2.77542e-15
2297.68,2.98737e-15
2298.21,2.93472e-15
2298.73,2.57047e-15
2299.26,3.04738e-15
2299.78,3.21799e-15
2300.31,3.05694e-15
2300.83,2.57674e-15
2301.36,3.63371e-15
2301.88,2.61001e-15
2302.41,2.86576e-15
2302.93,2.79875e-15
2303.46,2.96342e-15
2303.98,2.95233e-15
2304.51,3.08657e-15
2305.03,2.82486e-15
2305.56,2.98731e-15
2306.08,3.19833e-15
2306.61,2.94132e-15
2307.13,3.07662e-15
2307.66,2.62747e-15
2308.18,3.09119e-15
2308.71,2.59636e-15
2309.23,2.98350e-15
2309.76,2.56716e-15
2310.28,2.96812e-15
2310.81,3.06534e-15
2311.33,2.60337e-15
2311.86,2.38339e-15
2312.38,3.13152e-15
2312.91,2.54935e-15
2313.43,2.89625e-15
2313.96,2.64541e-15
2314.48,2.89620e-15
2315.01,3.38883e-15
2315.53,2.42026e-15
2316.06,3.00334e-15
2316.58,3.46033e-15
2317.11,2.71515e-15
2317.63,3.26719e-15
2318.16,3.35475e-15
2318.68,3.09322e-15
2319.21,2.75307e-15
2319.73,2.60808e-15
2320.26,3.21738e-15
2320.78,2.96733e-15
2321.31,2.37829e-15
2321.83,2.93520e-15
2322.36,2.81071e-15
2322.88,2.69493e-15
2323.41,1.91762e-15
2323.93,2.03907e-15
2324.46,2.08290e-15
2324.98,1.87735e-15
2325.51,2.83611e-15
2326.03,2.92569e-15
2326.56,3.15176e-15
2327.08,3.37819e-15
2327.61,3.37923e-15
2328.13,3.13560e-15
2328.66,2.36960e-15
2329.18,2.69086e-15
2329.71,3.34962e-15
2330.24,2.81283e-15
2330.76,2.41674e-15
2331.29,2.33668e-15
2331.81,2.56693e-15
2332.34,2.89274e-15
2332.86,3.10705e-15
2333.39,2.99159e-15
2333.91,2.78972e-15
2334.44,2.45449e-15
2334.96,2.75432e-15
2335.49,2.99521e-15
2336.01,2.93463e-15
2336.54,2.85339e-15
2337.06,3.13529e-15
2337.59,2.76364e-15
2338.11,3.26549e-15
2338.64,2.50022e-15
2339.16,2.50911e-15
2339.69,3.18351e-15
2340.21,2.80554e-15
2340.74,3.23844e-15
2341.26,2.34282e-15
2341.79,1.97322e-15
2342.31,2.72159e-15
2342.84,2.95719e-15
2343.36,2.44381e-15
2343.89,2.45179e-15
2344.41,2.12248e-15
2344.94,2.41304e-15
2345.46,1.96541e-15
2345.99,3.12628e-15
2346.52,2.47562e-15
2347.04,2.67063e-15
2347.57,2.82273e-15
2348.09,3.13026e-15
2348.62,2.82760e-15
2349.14,2.86576e-15
2349.67,2.99590e-15
2350.19,3.30867e-15
2350.72,2.88336e-15
2351.24,2.76151e-15
2351.77,2.72413e-15
2352.29,2.94555e-15
2352.82,2.80448e-15
2353.34,2.90266e-15
2353.87,3.01753e-15
2354.39,2.86784e-15
2354.92,2.98043e-15
2355.44,3.09931e-15
2355.97,2.72671e-15
2356.49,2.53182e-15
2357.02,3.03225e-15
2357.55,3.23090e-15
2358.07,3.43551e-15
2358.60,2.71024e-15
2359.12,3.30350e-15
2359.65,3.04652e-15
2360.17,3.05484e-15
2360.70,3.21626e-15
2361.22,3.47239e-15
2361.75,2.45068e-15
2362.27,2.50638e-15
2362.80,3.44401e-15
2363.32,3.28901e-15
2363.85,2.98692e-15
2364.37,2.74024e-15
2364.90,3.42952e-15
2365.42,2.81004e-15
2365.95,2.55901e-15
2366.48,3.51436e-15
2367.00,2.72562e-15
2367.53,2.90250e-15
2368.05,3.42837e-15
2368.58,2.87442e-15
2369.10,3.09378e-15
2369.63,3.45281e-15
2370.15,3.26630e-15
2370.68,2.79856e-15
2371.20,3.08866e-15
2371.73,2.61312e-15
2372.25,2.79798e-15
2372.78,3.31840e-15
2373.30,3.12378e-15
2373.83,2.76772e-15
2374.36,3.02068e-15
2374.88,2.78853e-15
2375.41,3.03525e-15
2375.93,3.32564e-15
2376.46,3.00883e-15
2376.98,2.96415e-15
2377.51,3.33923e-15
2378.03,3.04851e-15
2378.56,3.22753e-15
2379.08,2.86080e-15
2379.61,3.23494e-15
2380.13,3.02728e-15
2380.66,1.78546e-15
2381.19,1.97832e-15
2381.71,1.51979e-15
2382.24,1.47849e-15
2382.76,1.46488e-15
2383.29,2.08838e-15
2383.81,1.88729e-15
2384.34,2.90103e-15
2384.86,2.41483e-15
