Frequency,Power
2.1,2.3972610972341645e-05
2.233898305084746,2.5854554051867936e-05
2.3677966101694916,3.0922273403502217e-05
2.5016949152542374,2.150675591261107e-05
2.635593220338983,2.8561669024182045e-05
2.769491525423729,7.95839184045431e-06
2.9033898305084747,6.57882113760474e-06
3.0372881355932204,2.1872305436746354e-06
3.171186440677966,-2.638055438626252e-06
3.305084745762712,1.1711991702708848e-05
3.4389830508474577,6.940531086098656e-06
3.5728813559322035,-1.53323438515614e-06
3.7067796610169492,1.868367054281484e-05
3.840677966101695,1.6712954259963436e-05
3.9745762711864407,1.2364513228654029e-05
4.1084745762711865,2.3581923941578055e-05
4.242372881355932,1.6247064579953305e-05
4.376271186440678,3.568325691700189e-05
4.510169491525424,4.0388092008468044e-05
4.6440677966101696,3.276222779162868e-05
4.777966101694915,4.4167742653473846e-05
4.911864406779661,4.7370489863976384e-05
5.045762711864407,6.763272385789185e-05
5.179661016949153,5.036917533337469e-05
5.313559322033898,5.2357527040675324e-05
5.447457627118644,2.672500697881758e-05
5.58135593220339,9.894522217148272e-06
5.715254237288136,1.1215149188500502e-05
5.849152542372881,1.7875206481249885e-05
5.983050847457627,1.1296585343430417e-05
6.116949152542373,7.269182574256159e-06
6.250847457627119,6.872834672763424e-07
6.384745762711864,-7.31244671918839e-06
6.518644067796609,7.031708219931416e-06
6.652542372881356,-1.2142708657862694e-05
6.786440677966102,-6.817130676975728e-06
6.920338983050847,-8.247448723445678e-07
7.054237288135592,-5.7652820584994475e-06
7.1881355932203395,-3.0021026865178703e-06
7.322033898305085,-1.8293126449845506e-07
7.45593220338983,1.6232308927958245e-06
7.589830508474575,1.0409335439966769e-06
7.7237288135593225,3.0441717499683064e-06
7.857627118644068,2.0049411711284488e-08
7.991525423728813,-1.2182832559766533e-05
8.125423728813558,-2.3518690499210663e-06
8.259322033898306,7.887187462455062e-06
8.39322033898305,9.593669630098043e-06
8.527118644067796,5.778689180811426e-06
8.661016949152541,-5.4442828390729514e-08
8.794915254237289,6.125155079077971e-06
8.928813559322034,8.25716069479582e-06
9.06271186440678,2.979968327478146e-06
9.196610169491525,2.3132383156223137e-06
9.330508474576272,4.453498012000714e-06
9.464406779661017,2.786516549491255e-06
9.598305084745762,6.601975919439619e-07
9.732203389830508,9.600311925764225e-06
9.866101694915255,1.4440091865608464e-05
10.0,-3.885627566117119e-06
