Frequency,Power
2.1,1.990579076322902e-05
2.233898305084746,-4.6271646112212755e-06
2.3677966101694916,1.425710044975342e-05
2.5016949152542374,-5.318638869516245e-06
2.635593220338983,4.21429909134519e-05
2.769491525423729,4.4156998772316224e-05
2.9033898305084747,1.0517424139324768e-05
3.0372881355932204,3.002609545387299e-05
3.171186440677966,-1.601463370524353e-05
3.305084745762712,5.980221380484538e-06
3.4389830508474577,0.0001120098536657784
3.5728813559322035,2.9402065500718663e-05
3.7067796610169492,1.6333625586205207e-06
3.840677966101695,4.989643613498908e-06
3.9745762711864407,-1.2295327703701643e-05
4.1084745762711865,1.689254891589549e-05
4.242372881355932,6.640721151890431e-05
4.376271186440678,0.00010692214542009409
4.510169491525424,8.875535036431838e-05
4.6440677966101696,7.007367953976187e-05
4.777966101694915,4.318137787377148e-05
4.911864406779661,3.17843117038483e-05
5.045762711864407,-3.427291115749632e-06
5.179661016949153,5.588236726971574e-05
5.313559322033898,2.6435921547915347e-05
5.447457627118644,7.283964075252118e-06
5.58135593220339,1.880436663245583e-05
5.715254237288136,2.178304439564875e-06
5.849152542372881,8.915104354717062e-06
5.983050847457627,-2.0625235331431157e-05
6.116949152542373,-4.678204805567692e-06
6.250847457627119,1.8086350406932124e-05
6.384745762711864,4.921978420734376e-06
6.518644067796609,-1.0022709623549348e-05
6.652542372881356,3.5912723365361044e-06
6.786440677966102,2.9800245555091723e-06
6.920338983050847,4.6615257131011296e-06
7.054237288135592,1.4014135822111724e-05
7.1881355932203395,-6.359181531104369e-06
7.322033898305085,-1.3573793763430278e-05
7.45593220338983,-1.1482133419788929e-05
7.589830508474575,-2.3078469733314933e-07
7.7237288135593225,-6.303716045133895e-06
7.857627118644068,-9.288643607682333e-06
7.991525423728813,-2.207365696234902e-06
8.125423728813558,8.704301352226935e-06
8.259322033898306,1.3589286745384235e-05
8.39322033898305,1.9566578958448845e-06
8.527118644067796,4.47752012585394e-06
8.661016949152541,1.3109866190270434e-05
8.794915254237289,1.2920759996915784e-05
8.928813559322034,1.5281046216491607e-05
9.06271186440678,2.230804582079922e-05
9.196610169491525,2.6844932162532357e-05
9.330508474576272,2.986576181374651e-05
9.464406779661017,5.42462650422179e-06
9.598305084745762,-2.2922075208997662e-05
9.732203389830508,1.3525609706000433e-06
9.866101694915255,2.07905465551618e-05
10.0,1.2903095832767511e-05
