name,obsid
PKS_0312-770,5615042701
PKS_0312-770,5615043001
PKS_0312-770,5615101101
PKS_0312-770,5615042901
PKS_0312-770,5615106201
PKS_0312-770,4638041901
PKS_0312-770,5615044801
PKS_0312-770,5615045201
TIC_364588501,5707020407
PKS_0312-770,5615048501
PKS_0312-770,5615108501
PKS_0312-770,4638041301
PKS_0312-770,5615046501
PKS_0312-770,5615044301
PKS_0312-770,5615100701
TIC_364588501,5707020110
PKS_0312-770,5615105001
PKS_0312-770,5615046301
PKS_0312-770,5615040901
PKS_0312-770,4638042501
PKS_0312-770,5615108601
PKS_0312-770,5615106302
TIC_364588501,5707020122
PKS_0312-770,4638042301
PKS_0312-770,5615107401
PKS_0312-770,5615106601
PKS_0312-770,4638042401
PKS_0312-770,5615043201
PKS_0312-770,4638042601
1RXS_J054317.4-760222,6203820101
PKS_0312-770,5615106301
PKS_0312-770,5615106701
PKS_0312-770,4638040501
PKS_0312-770,4638041701
PKS_0312-770,5615103301
PKS_0312-770,5615040601
1RXS_J054317.4-760222,6203820102
PKS_0312-770,4638040401
PKS_0312-770,4638042001
PKS_0312-770,4638043801
PKS_0312-770,5615101301
PKS_0312-770,5615046001
PKS_0312-770,5615043401
1RXS_J054317.4-760222,6203820103
PKS_0312-770,5615101401
PKS_0312-770,5615107001
PKS_0312-770,5615047301
PKS_0312-770,5615041401
PKS_0312-770,5615104101
PKS_0312-770,5615043101
PKS_0312-770,4638040601
PKS_0312-770,5615047901
PKS_0312-770,4638042701
PKS_0312-770,5615048801
PKS_0312-770,5615106001
PKS_0312-770,4638043001
1RXS_J054317.4-760222,6203820106
PKS_0312-770,5615100201
PKS_0312-770,4638043901
PKS_0312-770,5615100101
PKS_0312-770,5615041601
PKS_0312-770,4638042901
PKS_0312-770,5615044201
1RXS_J054317.4-760222,6203820108
PKS_0312-770,5615105901
PKS_0312-770,5615100601
PKS_0312-770,5615102201
PKS_0312-770,5615109001
PKS_0312-770,4638043101
PKS_0312-770,5615105101
1RXS_J054317.4-760222,6203820107
PKS_0312-770,4638043501
PKS_0312-770,5615108801
PKS_0312-770,5615045101
PKS_0312-770,4638043701
PKS_0312-770,5615106901
PKS_0312-770,5615041701
1RXS_J054317.4-760222,6203820104
PKS_0312-770,5615046801
PKS_0312-770,5615101701
PKS_0312-770,5615107101
PKS_0312-770,4638041601
PKS_0312-770,5615101801
PKS_0312-770,5615046901
1RXS_J054317.4-760222,6203820109
PKS_0312-770,5615045901
PKS_0312-770,5615042001
PKS_0312-770,5615049102
PKS_0312-770,5615042301
PKS_0312-770,4638041001
PKS_0312-770,5615047401
1RXS_J054317.4-760222,6203820105
PKS_0312-770,5615046101
PKS_0312-770,5615043501
PKS_0312-770,4638040801
PKS_0312-770,5615100301
PKS_0312-770,5615040301
PKS_0312-770,5615105801
1RXS_J054317.4-760222,6203820110
PKS_0312-770,5615107801
PKS_0312-770,5615047201
PKS_0312-770,5615041801
PKS_0312-770,5615043002
PKS_0312-770,5615105701
PKS_0312-770,5615045601
PKS_0312-770,5615105301
PKS_0312-770,4638043201
PKS_0312-770,4638043401
PKS_0312-770,4638042801
PKS_0312-770,5615042801
PKS_0312-770,5615102001
GRB_230307A-IPN,6203710101
PKS_0312-770,5615048901
PKS_0312-770,5615102301
PKS_0312-770,4638043601
PKS_0312-770,5615040201
PKS_0312-770,5615104301
PKS_0312-770,5615045301
Lin_358,6203970101
PKS_0312-770,5615043901
PKS_0312-770,5615107201
PKS_0312-770,5615044001
PKS_0312-770,5615101601
PKS_0312-770,4638041501
PKS_0312-770,5615042101
Lin_358,6203970103
PKS_0312-770,5615049101
PKS_0312-770,4638040901
PKS_0312-770,5615108301
PKS_0312-770,5615045501
PKS_0312-770,5615040101
PKS_0312-770,5615040401
Lin_358,6203970102
PKS_0312-770,5615043801
PKS_0312-770,5615107301
PKS_0312-770,5615102101
PKS_0312-770,5615105601
PKS_0312-770,5615043601
PKS_0312-770,5615047001
PKS_0312-770,5615048001
PKS_0312-770,4638040101
PKS_0312-770,5615102501
PKS_0312-770,5615042401
PKS_0312-770,5615045701
PKS_0312-770,5615103701
TIC_167344043,5707010122
PKS_0312-770,4638041302
PKS_0312-770,5615101001
PKS_0312-770,5615041901
PKS_0312-770,5615108001
PKS_0312-770,5615103901
PKS_0312-770,5615044401
TIC_167344043,5707010406
PKS_0312-770,5615046201
PKS_0312-770,5615105501
PKS_0312-770,5615047701
PKS_0312-770,5615102401
PKS_0312-770,5615105401
PKS_0312-770,5615040501
PKS_0312-770,5615107901
PKS_0312-770,4638041101
PKS_0312-770,5615101901
PKS_0312-770,5615109101
PKS_0312-770,5615104201
PKS_0312-770,5615103801
TIC_167344043,5707010134
PKS_0312-770,5615040701
PKS_0312-770,5615047801
PKS_0312-770,5615047601
PKS_0312-770,5615048101
PKS_0312-770,5615100501
PKS_0312-770,4638041201
TIC_167344043,5707010101
PKS_0312-770,5615045801
PKS_0312-770,5615102601
PKS_0312-770,5615044101
PKS_0312-770,5615104001
PKS_0312-770,5615104401
PKS_0312-770,5615042501
PKS_0312-770,5615104002
TIC_364588501,5707020125
TIC_364588501,5707020128
TIC_364588501,5707020127
TIC_364588501,5707020405
TIC_364588501,5707020129
TIC_364588501,5707020123
TIC_364588501,5707020124
TIC_364588501,5707020117
TIC_364588501,5707020121
TIC_364588501,5707020109
TIC_364588501,5707020101
TIC_364588501,5707020107
TIC_364588501,5707020119
TIC_364588501,5707020102
TIC_364588501,5707020108
TIC_364588501,5707020116
TIC_364588501,5707020104
eRASSt_J04515.6-745202,4570010101
eRASSt_J04515.6-745202,4570010105
eRASSt_J04515.6-745202,4570010103
eRASSt_J04515.6-745202,4570010104
eRASSt_J04515.6-745202,4570010102
eRASSt_J04515.6-745202,4570010106
PSR_B0540-69,1020010102
RX_J0209.6-7427,2200960165
RX_J0209.6-7427,2200960111
RX_J0209.6-7427,2200960176
TIC_167344043,5707010408
RX_J0209.6-7427,2200960171
RX_J0209.6-7427,2200960166
RX_J0209.6-7427,2200960170
RX_J0209.6-7427,2200960169
RX_J0209.6-7427,2200960114
RX_J0209.6-7427,2200960175
RX_J0209.6-7427,2200960168
RX_J0209.6-7427,2200960174
RX_J0209.6-7427,2200960177
RX_J0209.6-7427,2200960178
RX_J0209.6-7427,3200960109
RX_J0209.6-7427,2200960115
RX_J0209.6-7427,2200960104
RX_J0209.6-7427,2200960120
RX_J0209.6-7427,2200960117
RX_J0209.6-7427,2200960102
RX_J0209.6-7427,2200960155
RX_J0209.6-7427,2200960103
RX_J0209.6-7427,2200960130
RX_J0209.6-7427,2200960167
RX_J0209.6-7427,2200960105
RX_J0209.6-7427,2200960162
RX_J0209.6-7427,2200960107
RX_J0209.6-7427,2200960156
RX_J0209.6-7427,2200960116
RX_J0209.6-7427,2200960172
RX_J0209.6-7427,2200960154
RX_J0209.6-7427,2200960112
RX_J0209.6-7427,2200960101
RX_J0209.6-7427,2200960127
RX_J0209.6-7427,2200960106
RX_J0209.6-7427,3200960106
RX_J0209.6-7427,2200960173
RX_J0209.6-7427,2200960119
RX_J0209.6-7427,2200960113
RX_J0209.6-7427,2200960151
RX_J0209.6-7427,2200960109
RX_J0209.6-7427,2200960121
RX_J0209.6-7427,2200960179
RX_J0209.6-7427,2200960118
RX_J0209.6-7427,2200960180
RX_J0209.6-7427,2200960161
RX_J0209.6-7427,2200960181
RX_J0209.6-7427,2200960149
RX_J0209.6-7427,2200960182
RX_J0209.6-7427,2200960148
RX_J0209.6-7427,2200960163
RX_J0209.6-7427,2200960141
RX_J0209.6-7427,2200960153
RX_J0209.6-7427,2200960145
RX_J0209.6-7427,2200960183
RX_J0209.6-7427,2200960150
RX_J0209.6-7427,3200960116
RX_J0209.6-7427,2200960152
RX_J0209.6-7427,2200960164
RX_J0209.6-7427,2200960123
RX_J0209.6-7427,3200960103
RX_J0209.6-7427,2200960140
RX_J0209.6-7427,2200960143
RX_J0209.6-7427,2200960137
RX_J0209.6-7427,2200960142
RX_J0209.6-7427,2200960125
RX_J0209.6-7427,2200960128
RX_J0209.6-7427,3200960101
RX_J0209.6-7427,3200960102
RX_J0209.6-7427,2200960147
RX_J0209.6-7427,3200960104
RX_J0209.6-7427,2200960144
RX_J0209.6-7427,2200960158
RX_J0209.6-7427,2200960146
RX_J0209.6-7427,2200960124
RX_J0209.6-7427,2200960126
RX_J0209.6-7427,3200960114
RX_J0209.6-7427,3200960113
RX_J0209.6-7427,3200960112
RX_J0209.6-7427,3200960110
RX_J0209.6-7427,2200960157
RX_J0209.6-7427,2200960122
RX_J0209.6-7427,3200960115
RX_J0209.6-7427,2200960108
RX_J0209.6-7427,2200960131
RX_J0209.6-7427,2200960129
RX_J0209.6-7427,3200960111
RX_J0209.6-7427,2200960133
RX_J0209.6-7427,2200960110
RX_J0209.6-7427,3200960105
RX_J0209.6-7427,2200960132
RX_J0209.6-7427,2200960135
RX_J0209.6-7427,2200960138
RX_J0209.6-7427,2200960160
RX_J0209.6-7427,3200960107
RX_J0209.6-7427,2200960159
RX_J0209.6-7427,2200960139
RX_J0209.6-7427,3200960108
RX_J0209.6-7427,2200960134
RX_J0209.6-7427,2200960136
4XMM_J022141.5-73563,5639010112
4XMM_J022141.5-73563,5639010113
4XMM_J022141.5-73563,5639010110
4XMM_J022141.5-73563,5639010109
4XMM_J022141.5-73563,5639010108
4XMM_J022141.5-73563,5639010104
SXP_15.6,4202430143
4XMM_J022141.5-73563,5639010107
4XMM_J022141.5-73563,5639010102
4XMM_J022141.5-73563,5639010103
4XMM_J022141.5-73563,5639010106
4XMM_J022141.5-73563,5639010105
4XMM_J022141.5-73563,5639010101
SXP_15.6,4202430142
4XMM_J022141.5-73563,5639010111
SXP_15.6,4202430113
SXP_15.6,4202430115
SXP_15.6,4202430109
SXP_15.6,4202430111
SXP_15.6,4202430112
SXP_15.6,4202430117
SXP_15.6,4202430141
SXP_15.6,4202430110
SXP_15.6,4202430120
SXP_15.6,4202430108
SXP_15.6,4202430144
SXP_15.6,4202430101
SXP_15.6,4202430103
SXP_15.6,4202430104
SXP_15.6,4202430102
SXP_15.6,4202430114
SXP_15.6,4202430106
SXP_15.6,4202430107
SXP_15.6,4202430122
SXP_15.6,4202430138
SXP_15.6,4202430105
SXP_15.6,4202430118
SXP_15.6,4202430121
SXP_15.6,4202430119
SXP_15.6,4202430132
SXP_15.6,4202430116
SXP_15.6,4202430123
SXP_15.6,4202430125
SXP_15.6,4202430137
SXP_15.6,4202430131
SXP_15.6,4202430127
SXP_15.6,4202430136
SXP_15.6,4202430140
SXP_15.6,4202430133
SXP_15.6,4202430134
SXP_15.6,4202430129
SXP_15.6,4202430126
SXP_15.6,4202430130
SXP_15.6,4202430124
SXP_15.6,4202430135
SXP_15.6,4202430128
SXP_15.6,4202430139
Swift_J004427.3-734801,3201390107
Swift_J004427.3-734801,6201390101
Swift_J004427.3-734801,3201390106
Swift_J004427.3-734801,3201390103
Swift_J004427.3-734801,3201390102
Swift_J004427.3-734801,3201390105
Swift_J004427.3-734801,3201390104
Swift_J004427.3-734801,3201390101
SMC_X-2,5202830118
SMC_X-2,5202830117
SMC_X-2,5202830116
SMC_X-2,5202830104
SMC_X-2,5202830115
SMC_X-2,5202830122
SMC_X-2,5202830107
SMC_X-2,5202830101
SMC_X-2,5202830102
SMC_X-2,5202830114
SMC_X-2,5202830108
SMC_X-2,5202830103
SMC_X-2,5202830105
SMC_X-2,5202830125
SMC_X-2,5202830106
SMC_X-2,5202830109
SMC_X-2,5202830138
SMC_X-2,5202830124
SMC_X-2,5202830136
SMC_X-2,5202830113
SMC_X-2,5202830119
SMC_X-2,5202830123
SMC_X-2,5202830112
SMC_X-2,5202830128
SMC_X-2,5202830135
SMC_X-2,5202830137
SMC_X-2,5202830127
SMC_X-2,5202830120
SMC_X-2,5202830134
SMC_X-2,5202830121
SMC_X-2,5202830129
SMC_X-2,5202830131
SMC_X-2,5202830110
SMC_X-2,5202830130
SMC_X-2,5202830111
SMC_X-2,5202830132
SMC_X-2,5202830126
SMC_X-2,5202830133
SMC_X-1,4509012201
SMC_X-1,4509014002
SMC_X-1,4509014001
SMC_X-1,3638010101
SMC_X-1,6535010101
SMC_X-1,4509014601
SMC_X-1,3638010104
SMC_X-1,4509013301
1E_0102.2-7219,1010010193
SMC_X-1,6535011501
SMC_X-1,6535010901
SMC_X-1,6535010301
SMC_X-1,3638010401
SMC_X-1,4509014501
SMC_X-1,4509010601
Swift_J011511.0-725611,3201970102
SMC_X-1,6535010401
SMC_X-1,3638010102
SMC_X-1,4509011401
SMC_X-1,3638010402
SMC_X-1,4509013201
SMC_X-1,4509012001
1E_0102.2-7219,3010010320
SMC_X-1,4509010803
SMC_X-1,4509010103
SMC_X-1,4509013903
SMC_X-1,3638010103
SMC_X-1,6535010801
SMC_X-1,4509010802
1E_0102.2-7219,4010010314
SMC_X-1,4509010102
SMC_X-1,4509012601
SMC_X-1,4509012101
SMC_X-1,3638010105
SMC_X-1,4509012701
SMC_X-1,4509010301
1E_0102.2-7219,4010010387
SMC_X-1,4509010101
SMC_X-1,4509013302
SMC_X-1,6535011601
SMC_X-1,4509011301
SMC_X-1,6535011701
SMC_X-1,4509013904
1E_0102.2-7219,1010010274
SMC_X-1,4509010801
SMC_X-1,4509014701
SMC_X-1,6535011801
SMC_X-1,4509014101
SMC_X-1,6535012101
SMC_X-1,4509011502
1E_0102.2-7219,4010010388
SMC_X-1,4509011501
SMC_X-1,4509012801
SMC_X-1,6535011802
SMC_X-1,4509010901
SMC_X-1,6535011001
SMC_X-1,4509014301
1E_0102.2-7219,5010010335
SMC_X-1,4509011601
SMC_X-1,3638010304
SMC_X-1,6535011301
SMC_X-1,4509010401
SMC_X-1,4509013001
SMC_X-1,6535011101
1E_0102.2-7219,1010010213
SMC_X-1,4509011101
SMC_X-1,4509014201
SMC_X-1,4509013901
SMC_X-1,4509011901
SMC_X-1,6535010701
SMC_X-1,6535010501
1E_0102.2-7219,4010010350
SMC_X-1,6535012001
SMC_X-1,3638010303
SMC_X-1,4509012901
SMC_X-1,4509013902
SMC_X-1,3638010203
SMC_X-1,4509013601
1E_0102.2-7219,1010010115
SMC_X-1,4509012301
SMC_X-1,3638010305
SMC_X-1,4509013101
SMC_X-1,4509013801
SMC_X-1,4509014401
SMC_X-1,4509011001
1E_0102.2-7219,1010010192
SMC_X-1,3638010302
SMC_X-1,3638010204
SMC_X-1,6535011901
SMC_X-1,3638010306
SMC_X-1,4509010501
SMC_X-1,3638010201
1E_0102.2-7219,1010010209
SMC_X-1,4509011701
SMC_X-1,6535011201
SMC_X-1,4509010701
SMC_X-1,4509012401
SMC_X-1,3638010307
SMC_X-1,6535011202
1E_0102.2-7219,1010010228
SMC_X-1,3638010202
SMC_X-1,6535011401
SMC_X-1,4509011201
SMC_X-1,4509012501
SMC_X-1,3638010301
Swift_J011511.0-725611,3201970104
Swift_J011511.0-725611,3201970105
Swift_J011511.0-725611,3201970103
Swift_J011511.0-725611,3201970101
SRGA_J010901.4-72371,6204070102
SRGA_J010901.4-72371,6204070101
Swift_J010745.0-7227,3585020103
Swift_J010745.0-7227,3585020101
Swift_J010745.0-7227,3585020102
PSR_J0058-7218,5202160101
PSR_J0058-7218,5505011508
PSR_J0058-7218,5505011401
PSR_J0058-7218,4202160143
PSR_J0058-7218,4202160163
PSR_J0058-7218,5505011208
PSR_J0058-7218,5505010603
PSR_J0058-7218,4202160110
PSR_J0058-7218,4202160144
PSR_J0058-7218,4202160127
PSR_J0058-7218,5505011808
PSR_J0058-7218,5505010905
PSR_J0058-7218,4202160164
PSR_J0058-7218,4202160128
PSR_J0058-7218,5505011807
PSR_J0058-7218,4202160126
PSR_J0058-7218,5505010604
PSR_J0058-7218,5505010606
PSR_J0058-7218,5505011806
PSR_J0058-7218,4202160112
PSR_J0058-7218,4202160115
PSR_J0058-7218,5505011507
PSR_J0058-7218,4202160166
PSR_J0058-7218,4202160107
PSR_J0058-7218,5505010605
PSR_J0058-7218,5505011405
PSR_J0058-7218,5505010403
PSR_J0058-7218,5505012402
PSR_J0058-7218,4202160114
PSR_J0058-7218,4202160125
PSR_J0058-7218,4202160116
PSR_J0058-7218,4202160154
PSR_J0058-7218,5505010404
PSR_J0058-7218,4202160141
PSR_J0058-7218,5505010708
PSR_J0058-7218,5505011603
PSR_J0058-7218,5505010402
PSR_J0058-7218,4202160165
PSR_J0058-7218,5505011105
PSR_J0058-7218,4202160123
PSR_J0058-7218,5505010903
PSR_J0058-7218,4202160113
PSR_J0058-7218,5505010602
PSR_J0058-7218,5505012103
PSR_J0058-7218,5505011214
PSR_J0058-7218,4202160161
PSR_J0058-7218,5505011109
PSR_J0058-7218,4202160160
PSR_J0058-7218,5505011112
PSR_J0058-7218,5505011222
PSR_J0058-7218,4202160162
PSR_J0058-7218,4202160108
PSR_J0058-7218,5505010601
PSR_J0058-7218,5505011220
PSR_J0058-7218,5505011221
PSR_J0058-7218,5202160106
PSR_J0058-7218,5505011218
PSR_J0058-7218,5505011805
PSR_J0058-7218,4202160111
PSR_J0058-7218,5505012102
PSR_J0058-7218,5505010701
PSR_J0058-7218,4202160142
PSR_J0058-7218,5505011602
PSR_J0058-7218,4202160156
PSR_J0058-7218,5505010901
PSR_J0058-7218,4202160106
PSR_J0058-7218,5505011215
PSR_J0058-7218,5505011219
PSR_J0058-7218,5505011604
PSR_J0058-7218,5505012007
PSR_J0058-7218,4202160137
PSR_J0058-7218,4202160138
PSR_J0058-7218,5505011513
PSR_J0058-7218,5505010702
PSR_J0058-7218,5505011217
PSR_J0058-7218,5505010809
PSR_J0058-7218,5505011809
PSR_J0058-7218,5505011108
Swift_J005139.2-721704,1200410121
PSR_J0058-7218,5505012101
PSR_J0058-7218,5505011509
PSR_J0058-7218,5505011810
PSR_J0058-7218,5505012401
PSR_J0058-7218,5505011506
PSR_J0058-7218,5505010902
Swift_J005139.2-721704,1200410120
PSR_J0058-7218,5505010904
PSR_J0058-7218,5505010810
PSR_J0058-7218,5505012406
PSR_J0058-7218,5505012008
PSR_J0058-7218,5505010807
PSR_J0058-7218,5505010703
Swift_J005139.2-721704,1200410113
PSR_J0058-7218,5505012403
PSR_J0058-7218,5505011216
PSR_J0058-7218,4202160130
PSR_J0058-7218,5505010709
PSR_J0058-7218,5505011212
PSR_J0058-7218,5505011213
PSR_J0058-7218,4202160105
Swift_J005139.2-721704,1200410111
PSR_J0058-7218,5505011203
PSR_J0058-7218,5505010405
PSR_J0058-7218,5505011111
PSR_J0058-7218,5505012404
PSR_J0058-7218,5505011511
PSR_J0058-7218,5505011512
Swift_J005139.2-721704,1200410110
PSR_J0058-7218,5505012302
PSR_J0058-7218,5505012006
