,wave,flux,error,model,cont,narrow,broad,fe,out
711,3534.019,6.6895003,0.571917,5.579039455422124,5.579039455422124,0.0,4.0595898e-20,0.0,0.0
712,3534.832,5.7408195,0.5230626,5.57739979815057,5.57739979815057,0.0,3.2004057e-20,0.0,0.0
713,3535.647,5.2461057,0.5346302,5.575757063648726,5.575757063648726,0.0,2.5199935e-20,0.0,0.0
714,3536.4604,5.1384983,0.5430574,5.574118141881059,5.574118141881059,0.0,1.9838067e-20,0.0,0.0
715,3537.274,5.480404,0.5320693,5.572480078637769,5.572480078637769,0.0,1.5606875e-20,0.0,0.0
716,3538.09,5.9734464,0.50763047,5.570837469752191,5.570837469752191,0.0,1.2260544e-20,0.0,0.0
717,3538.9038,5.8070326,0.5137421,5.569200633474775,5.569200633474775,0.0,9.632372e-21,0.0,0.0
718,3539.72,4.864996,0.5499061,5.567559747155133,5.567559747155133,0.0,7.557191e-21,0.0,0.0
719,3540.534,5.857937,0.6174174,5.565924136538371,5.565924136538371,0.0,5.929105e-21,0.0,0.0
720,3541.3506,5.4758425,0.6237638,5.564283990045668,5.564283990045668,0.0,4.6450287e-21,0.0,0.0
721,3542.1653,5.361464,0.5552619,5.562648624414818,5.562648624414818,0.0,3.638797e-21,0.0,0.0
722,3542.9802,5.7025833,0.5390333,5.561013625663677,5.561013625663677,0.0,2.848497e-21,0.0,0.0
723,3543.797,5.6044893,0.53094566,5.559375567914965,5.559375567914965,0.0,2.2270774e-21,0.0,0.0
724,3544.6123,5.263126,0.5355379,5.557741794261957,5.557741794261957,0.0,1.7409922e-21,0.0,0.0
725,3545.43,5.2893605,0.5530789,5.556103987106455,5.556103987106455,0.0,1.3591072e-21,0.0,0.0
726,3546.2454,5.7618456,0.56257105,5.5544714380157805,5.5544714380157805,0.0,1.0610043e-21,0.0,0.0
727,3547.0632,5.21612,0.53272927,5.552834859770195,5.552834859770195,0.0,8.27131e-22,0.0,0.0
728,3547.8792,5.123682,0.5179095,5.551203046046884,5.551203046046884,0.0,6.4477507e-22,0.0,0.0
729,3548.695,5.78827,0.5314888,5.549572086930589,5.549572086930589,0.0,5.0229503e-22,0.0,0.0
730,3549.5137,4.755641,0.5053466,5.547936617789733,5.547936617789733,0.0,3.9072245e-22,0.0,0.0
731,3550.3303,5.500009,0.5117559,5.546305906625556,5.546305906625556,0.0,3.0391675e-22,0.0,0.0
732,3551.149,5.1259365,0.5325487,5.5446721526771485,5.5446721526771485,0.0,2.3609993e-22,0.0,0.0
733,3551.9658,5.7965,0.529857,5.543042664453547,5.543042664453547,0.0,1.8339288e-22,0.0,0.0
734,3552.7847,5.981349,0.52865326,5.541410136753004,5.541410136753004,0.0,1.4227349e-22,0.0,0.0
735,3553.602,4.8096485,0.54930556,5.539781384063689,5.539781384063689,0.0,1.1035094e-22,0.0,0.0
736,3554.4197,5.477611,0.569732,5.538152998430418,5.538152998430418,0.0,8.552931e-23,0.0,0.0
737,3555.2395,5.7828565,0.5750683,5.536521093189898,5.536521093189898,0.0,6.6201687e-23,0.0,0.0
738,3556.0574,5.390422,0.56772304,5.534893929660933,5.534893929660933,0.0,5.1239315e-23,0.0,0.0
739,3556.8772,5.328202,0.5401685,5.533263735670069,5.533263735670069,0.0,3.960857e-23,0.0,0.0
740,3557.6953,5.350666,0.4993179,5.531637792941693,5.531637792941693,0.0,3.061414e-23,0.0,0.0
741,3558.5159,5.322747,0.5279999,5.530007853385543,5.530007853385543,0.0,2.3628542e-23,0.0,0.0
742,3559.3345,5.886872,0.5398403,5.528382646342086,5.528382646342086,0.0,1.823617e-23,0.0,0.0
743,3560.1533,5.3354526,0.5183798,5.52675780617717,5.52675780617717,0.0,1.4064109e-23,0.0,0.0
744,3560.9744,5.654832,0.5070672,5.525129460470088,5.525129460470088,0.0,1.08318515e-23,0.0,0.0
745,3561.7937,5.232587,0.49503982,5.523505356449562,5.523505356449562,0.0,8.341518e-24,0.0,0.0
746,3562.615,4.4875793,0.47613278,5.521878234745457,5.521878234745457,0.0,6.4155056e-24,0.0,0.0
747,3563.4343,4.8576245,0.5785511,5.520255833700802,5.520255833700802,0.0,4.9340295e-24,0.0,0.0
748,3564.256,5.7312894,0.6016212,5.518629451638887,5.518629451638887,0.0,3.7891754e-24,0.0,0.0
749,3565.076,4.6887465,0.5610419,5.517007785908059,5.517007785908059,0.0,2.9098978e-24,0.0,0.0
750,3565.8962,5.354056,0.5750176,5.515386004325896,5.515386004325896,0.0,2.232833e-24,0.0,0.0
751,3566.7185,6.082241,0.6010439,5.51376121400825,5.51376121400825,0.0,1.711091e-24,0.0,0.0
752,3567.5393,5.741239,0.61973685,5.512140168951134,5.512140168951134,0.0,1.3110234e-24,0.0,0.0
753,3568.3618,5.0946827,0.6139881,5.510516600721116,5.510516600721116,0.0,1.0032734e-24,0.0,0.0
754,3569.1829,5.3362913,0.58997,5.5088967739376224,5.5088967739376224,0.0,7.6762714e-25,0.0,0.0
755,3570.0056,5.7645893,0.5736148,5.507274426740672,5.507274426740672,0.0,5.866123e-25,0.0,0.0
756,3570.827,5.69617,0.5255722,5.505655817180687,5.505655817180687,0.0,4.4820237e-25,0.0,0.0
757,3571.6484,5.290123,0.54424244,5.504037574630977,5.504037574630977,0.0,3.4219664e-25,0.0,0.0
758,3572.472,5.341963,0.5036358,5.502416335525789,5.502416335525789,0.0,2.6092203e-25,0.0,0.0
759,3573.294,6.0648584,0.50551397,5.500798829108454,5.500798829108454,0.0,1.9891516e-25,0.0,0.0
760,3574.118,6.4247093,0.5068775,5.499178329894737,5.499178329894737,0.0,1.5144564e-25,0.0,0.0
761,3574.9402,5.799606,0.49849883,5.497562039840929,5.497562039840929,0.0,1.1529334e-25,0.0,0.0
762,3575.7644,5.3584614,0.4825889,5.495942760241644,5.495942760241644,0.0,8.765636e-26,0.0,0.0
763,3576.5872,5.104492,0.5494922,5.494327206233829,5.494327206233829,0.0,6.66323e-26,0.0,0.0
764,3577.41,5.451475,0.59299487,5.492712498558057,5.492712498558057,0.0,5.0617556e-26,0.0,0.0
765,3578.2349,5.9525046,0.59016126,5.4910943276910205,5.4910943276910205,0.0,3.8398088e-26,0.0,0.0
766,3579.0579,5.1844273,0.54850185,5.489480834508355,5.489480834508355,0.0,2.912816e-26,0.0,0.0
767,3579.8833,5.3492303,0.50204986,5.487863403614809,5.487863403614809,0.0,2.2063376e-26,0.0,0.0
768,3580.707,5.751473,0.50396043,5.486250168101928,5.486250168101928,0.0,1.671063e-26,0.0,0.0
769,3581.5327,5.98625,0.49840498,5.48463395564479,5.48463395564479,0.0,1.263976e-26,0.0,0.0
770,3582.3564,6.169778,0.54638225,5.483022411790638,5.483022411790638,0.0,9.560556e-27,0.0,0.0
771,3583.1807,6.215338,0.5276052,5.481410757287032,5.481410757287032,0.0,7.225474e-27,0.0,0.0
772,3584.0068,5.751039,0.49588242,5.479796130935693,5.479796130935693,0.0,5.4534698e-27,0.0,0.0
773,3584.8313,5.518634,0.49626157,5.47818568950592,5.47818568950592,0.0,4.1156946e-27,0.0,0.0
774,3585.658,4.663976,0.48259112,5.476571802945315,5.476571802945315,0.0,3.101692e-27,0.0,0.0
775,3586.483,4.9019523,0.47984856,5.474962097528475,5.474962097528475,0.0,2.3373178e-27,0.0,0.0
776,3587.31,5.6847553,0.4788292,5.473348951203779,5.473348951203779,0.0,1.7588166e-27,0.0,0.0
777,3588.1353,5.59698,0.50262177,5.471740458008461,5.471740458008461,0.0,1.3235034e-27,0.0,0.0
778,3588.9607,5.1855645,0.49588436,5.470132331715006,5.470132331715006,0.0,9.951872e-28,0.0,0.0
779,3589.788,5.925049,0.49170148,5.46852124559938,5.46852124559938,0.0,7.473082e-28,0.0,0.0
780,3590.6138,5.4782143,0.48245174,5.466914330202431,5.466914330202431,0.0,5.611296e-28,0.0,0.0
781,3591.442,5.421299,0.48787507,5.465303508668698,5.465303508668698,0.0,4.2069494e-28,0.0,0.0
782,3592.2683,5.304284,0.47878835,5.463696854585919,5.463696854585919,0.0,3.1538417e-28,0.0,0.0
783,3593.0967,4.492488,0.45522305,5.462087248099947,5.462087248099947,0.0,2.3611634e-28,0.0,0.0
784,3593.9233,4.769442,0.46245712,5.460481804803462,5.460481804803462,0.0,1.7675866e-28,0.0,0.0
785,3594.752,5.8640957,0.49388322,5.458873412309003,5.458873412309003,0.0,1.3214343e-28,0.0,0.0
786,3595.5789,6.19702,0.50397336,5.4572691787475724,5.4572691787475724,0.0,9.8783023e-29,0.0,0.0
787,3596.406,5.7433147,0.48431268,5.455665312093587,5.455665312093587,0.0,7.378917e-29,0.0,0.0
788,3597.2354,5.101033,0.4750434,5.454058028264957,5.454058028264957,0.0,5.503916e-29,0.0,0.0
789,3598.063,4.6711135,0.46339935,5.452454897739595,5.452454897739595,0.0,4.105106e-29,0.0,0.0
790,3598.8928,4.5132866,0.45353177,5.450848354227614,5.450848354227614,0.0,3.0573665e-29,0.0,0.0
791,3599.7205,5.0092845,0.47272143,5.449246904827387,5.449246904827387,0.0,2.2772829e-29,0.0,0.0
792,3600.5508,5.411504,0.49708232,5.447641101567339,5.447641101567339,0.0,1.6934694e-29,0.0,0.0
793,3601.379,5.5463743,0.4891362,5.446040387680587,5.446040387680587,0.0,1.2594787e-29,0.0,0.0
794,3602.2075,5.34055,0.478737,5.44443956893995,5.44443956893995,0.0,9.35915e-30,0.0,0.0
795,3603.038,5.1337843,0.46907035,5.44283581845303,5.44283581845303,0.0,6.9451614e-30,0.0,0.0
796,3603.8672,5.576753,0.47499692,5.441235736124116,5.441235736124116,0.0,5.1531e-30,0.0,0.0
797,3604.6985,5.751969,0.48602542,5.4396322549291245,5.4396322549291245,0.0,3.817819e-30,0.0,0.0
798,3605.5276,5.682647,0.49604258,5.438033850787373,5.438033850787373,0.0,2.8288841e-30,0.0,0.0
799,3606.3591,5.170043,0.49585825,5.436431580654984,5.436431580654984,0.0,2.0928545e-30,0.0,0.0
800,3607.1887,5.3113995,0.5030629,5.4348339123030645,5.4348339123030645,0.0,1.548375e-30,0.0,0.0
801,3608.0186,5.9859247,0.4949789,5.433236610898518,5.433236610898518,0.0,1.14468295e-30,0.0,0.0
802,3608.8506,5.1175933,0.49892002,5.4316359200430675,5.4316359200430675,0.0,8.449898e-31,0.0,0.0
803,3609.681,5.406353,0.5134292,5.430039354823966,5.430039354823966,0.0,6.2373183e-31,0.0,0.0
804,3610.5132,4.682523,0.51993954,5.428439873377803,5.428439873377803,0.0,4.5976363e-31,0.0,0.0
805,3611.3438,4.6892924,0.48257738,5.4268445133479455,5.4268445133479455,0.0,3.388895e-31,0.0,0.0
806,3612.1763,4.9818535,0.5958044,5.42524624025495,5.42524624025495,0.0,2.4944336e-31,0.0,0.0
807,3613.0073,4.959968,0.6045437,5.423651616029869,5.423651616029869,0.0,1.835803e-31,0.0,0.0
808,3613.8389,6.0181317,0.60047567,5.422056890918982,5.422056890918982,0.0,1.3499236e-31,0.0,0.0
809,3614.672,5.1781178,0.58561915,5.420459726552996,5.420459726552996,0.0,9.913469e-32,0.0,0.0
810,3615.5037,5.3517156,0.58523464,5.418866673810132,5.418866673810132,0.0,7.279792e-32,1e-45,0.0
811,3616.3372,5.15132,0.6051088,5.417270716633127,5.417270716633127,0.0,5.338336e-32,6e-45,0.0
812,3617.1692,4.8881097,0.53286004,5.415678399766844,5.415678399766844,0.0,3.9141414e-32,2.1e-44,0.0
813,3618.004,5.3994684,0.5429104,5.414081781522857,5.414081781522857,0.0,2.8650674e-32,8.3e-44,0.0
814,3618.8362,5.546241,0.4926019,5.412490668301772,5.412490668301772,0.0,2.097664e-32,3.28e-43,0.0
815,3619.6685,5.839897,0.5012394,5.41090038841143,5.41090038841143,0.0,1.534754e-32,1.274e-42,0.0
816,3620.5032,6.186624,0.48315728,5.4093062799454685,5.4093062799454685,0.0,1.1211294e-32,4.923e-42,0.0
817,3621.3362,6.044878,0.5079894,5.407716269623229,5.407716269623229,0.0,8.189414e-33,1.8765e-41,0.0
818,3622.1711,5.303697,0.49398756,5.406123367099683,5.406123367099683,0.0,5.973566e-33,7.0952e-41,0.0
819,3623.0046,4.429924,0.4719355,5.4045340931318755,5.4045340931318755,0.0,4.356771e-33,2.64698e-40,0.0
820,3623.84,4.326863,0.46342558,5.402941930588141,5.402941930588141,0.0,3.173021e-33,9.79616e-40,0.0
821,3624.6738,5.6143517,0.4709917,5.401353858293208,5.401353858293208,0.0,2.310847e-33,3.575854e-39,0.0
822,3625.5076,5.3182774,0.47021163,5.399766617858329,5.399766617858329,0.0,1.6817878e-33,1.2909018e-38,0.0
823,3626.3435,5.4580884,0.4873709,5.39817602888083,5.39817602888083,0.0,1.2221238e-33,4.6243432e-38,0.0
824,3627.1777,5.5197687,0.47669652,5.396589524122165,5.396589524122165,0.0,8.880538e-34,1.6339901e-37,0.0
825,3628.0142,4.789154,0.46926636,5.394999674922408,5.394999674922408,0.0,6.4433345e-34,5.728697e-37,0.0
826,3628.8489,5.4114037,0.47070378,5.393413906248612,5.393413906248612,0.0,4.6748262e-34,1.9811684e-36,0.0
827,3629.6858,5.1727533,0.4782898,5.391824797230569,5.391824797230569,0.0,3.3865508e-34,6.7977854e-36,0.0
828,3630.5208,5.117253,0.4910841,5.39024022825101,5.39024022825101,0.0,2.453482e-34,2.3000123e-35,0.0
829,3631.356,5.478455,0.4812994,5.388656026212699,5.388656026212699,0.0,1.7760975e-34,7.6987034e-35,0.0
830,3632.193,5.8017983,0.487388,5.387068952195298,5.387068952195298,0.0,1.2838901e-34,2.5555837e-34,0.0
831,3633.0288,5.824516,0.46941262,5.385485486042287,5.385485486042287,0.0,9.2798133e-35,8.371704e-34,0.0
832,3633.8665,5.8809457,0.47660673,5.383899151509212,5.383899151509212,0.0,6.6976787e-35,2.7195034e-33,0.0
833,3634.7024,5.8627706,0.4800334,5.3823168836342825,5.3823168836342825,0.0,4.8339203e-35,8.715267e-33,0.0
834,3635.5405,4.939609,0.46476674,5.380731288741657,5.380731288741657,0.0,3.4834162e-35,2.7704145e-32,0.0
835,3636.3772,4.8528724,0.47079462,5.379149295323885,5.379149295323885,0.0,2.5099295e-35,8.691235e-32,0.0
836,3637.2136,5.363279,0.49063772,5.377568592080988,5.377568592080988,0.0,1.8074483e-35,2.695452e-31,0.0
837,3638.0522,5.309315,0.47845003,5.375984567445248,5.375984567445248,0.0,1.299544e-35,8.291087e-31,0.0
838,3638.8892,5.130742,0.46470308,5.374404599797281,5.374404599797281,0.0,9.34364e-36,2.5161891e-30,0.0
839,3639.7283,5.4287925,0.46961537,5.37282131482394,5.37282131482394,0.0,6.707519e-36,7.573123e-30,0.0
840,3640.5657,4.715262,0.45603377,5.371242083168574,5.371242083168574,0.0,4.8151273e-36,2.2489001e-29,0.0
841,3641.405,4.7816143,0.48054877,5.36965999830574,5.36965999830574,0.0,3.45155e-36,6.620636e-29,0.0
842,3642.243,5.1573577,0.5677604,5.368081502797465,5.368081502797465,0.0,2.4738922e-36,1.9237487e-28,0.0
843,3643.0808,4.8632307,0.53331685,5.3665038342404845,5.3665038342404845,0.0,1.771927e-36,5.527616e-28,0.0
844,3643.9211,5.055834,0.52884126,5.364922398689645,5.364922398689645,0.0,1.2670351e-36,1.5753683e-27,0.0
845,3644.759,4.543159,0.53708225,5.36334638457104,5.36334638457104,0.0,9.062693e-37,4.4262593e-27,0.0
846,3645.5996,5.2028527,0.4865124,5.361766148176943,5.361766148176943,0.0,6.4708385e-37,1.2338121e-26,0.0
847,3646.4382,5.3016973,0.46949187,5.360190410411379,5.360190410411379,0.0,4.6206555e-37,3.392749e-26,0.0
848,3647.279,5.2795634,0.46172357,5.358611372598602,5.358611372598602,0.0,3.294307e-37,9.2495414e-26,0.0
849,3648.1182,5.7422624,0.48866457,5.357036370668167,5.357036370668167,0.0,2.3487018e-37,2.4884277e-25,0.0
850,3648.9573,4.999876,0.47086248,5.355462193730144,5.355462193730144,0.0,1.67335e-37,6.6199417e-25,0.0
851,3649.7988,5.545015,0.47699958,5.353884264673478,5.353884264673478,0.0,1.1902005e-37,1.7463327e-24,0.0
852,3650.6387,4.9324126,0.46130925,5.352310366024886,5.352310366024886,0.0,8.4655164e-38,4.5462953e-24,0.0
853,3651.4805,4.6356196,0.45801383,5.350733634589378,5.350733634589378,0.0,6.012346e-38,1.1728848e-23,0.0
854,3652.3203,5.2118793,0.4817521,5.349161386363448,5.349161386363448,0.0,4.2704887e-38,2.9854387e-23,0.0
855,3653.1626,5.413924,0.49403659,5.347585394561978,5.347585394561978,0.0,3.0281376e-38,7.5342496e-23,0.0
856,3654.0032,4.5500145,0.49193573,5.346013425397279,5.346013425397279,0.0,2.1472546e-38,1.8765546e-22,0.0
857,3654.8435,5.344773,0.4950035,5.344442735956277,5.344442735956277,0.0,1.521714e-38,4.6203783e-22,0.0
858,3655.6863,4.718959,0.45961308,5.342868309211919,5.342868309211919,0.0,1.0765735e-38,1.1277726e-21,0.0
859,3656.5273,4.5613794,0.44979233,5.3412978991687705,5.3412978991687705,0.0,7.616597e-39,2.7169276e-21,0.0
860,3657.3706,5.073345,0.46115983,5.339724212289357,5.339724212289357,0.0,5.380001e-39,6.4866155e-21,0.0
861,3658.2122,4.9568405,0.45648026,5.338154538474906,5.338154538474906,0.0,3.800235e-39,1.5285773e-20,0.0
862,3659.0557,4.55499,0.45511472,5.33658204685218,5.33658204685218,0.0,2.680314e-39,3.568619e-20,0.0
863,3659.8975,5.026626,0.457203,5.335013564183889,5.335013564183889,0.0,1.890461e-39,8.223489e-20,0.0
864,3660.7412,4.7117662,0.46730462,5.333442266759984,5.333442266759984,0.0,1.331354e-39,1.8772985e-19,0.0
865,3661.5833,4.89449,0.46757814,5.331874974184848,5.331874974184848,0.0,9.37633e-40,4.2302913e-19,0.0
866,3662.4258,4.9191184,0.4773352,5.330307594275877,5.330307594275877,0.0,6.59748e-40,9.429757e-19,0.0
867,3663.2703,4.4425488,0.46397203,5.328737404896671,5.328737404896671,0.0,4.63517e-40,2.0821271e-18,0.0
868,3664.113,5.5677633,0.4673023,5.327171214931399,5.327171214931399,0.0,3.25658e-40,4.538347e-18,0.0
869,3664.958,4.933651,0.45519242,5.32560176519104,5.32560176519104,0.0,2.28433e-40,9.800203e-18,0.0
870,3665.8013,5.1550493,0.45660874,5.324036311243194,5.324036311243194,0.0,1.60236e-40,2.0891494e-17,0.0
871,3666.6462,5.3184223,0.47712263,5.322468507256501,5.322468507256501,0.0,1.12241e-40,4.4099338e-17,0.0
872,3667.49,5.520927,0.46470052,5.320903789223507,5.320903789223507,0.0,7.8607e-41,9.193826e-17,0.0
873,3668.3335,5.8932047,0.4684817,5.319340343372199,5.319340343372199,0.0,5.5019e-41,1.8947085e-16,0.0
874,3669.1794,4.918458,0.47215465,5.317773194600832,5.317773194600832,0.0,3.8443e-41,3.8685834e-16,0.0
875,3670.0234,4.881771,0.50449556,5.3162104840347775,5.316210484034777,0.0,2.6864e-41,7.7966635e-16,0.0
876,3670.8699,5.155368,0.49188265,5.314644075001889,5.314644075001887,0.0,1.8741e-41,1.5566648e-15,0.0
877,3671.714,5.0076594,0.45866162,5.313082551540231,5.313082551540228,0.0,1.3077e-41,3.0673445e-15,0.0
878,3672.561,5.0567613,0.4614693,5.31151688237275,5.311516882372744,0.0,9.107e-42,5.9883883e-15,0.0
879,3673.406,5.57709,0.48606783,5.309955643245909,5.309955643245898,0.0,6.344e-42,1.1540918e-14,0.0
880,3674.251,5.4880333,0.51779765,5.308395221943949,5.308395221943927,0.0,4.415e-42,2.199018e-14,0.0
881,3675.0981,6.244275,0.66284245,5.306831563313794,5.306831563313752,0.0,3.069e-42,4.1493905e-14,0.0
882,3675.9436,4.53936,0.73914266,5.305271877400182,5.305271877400105,0.0,2.133e-42,7.730923e-14,0.0
883,3676.7915,5.1698775,0.7212445,5.303708508089297,5.303708508089154,0.0,1.48e-42,1.426558e-13,0.0
884,3677.6372,6.2023997,0.7182135,5.30215000795903,5.30215000795877,0.0,1.027e-42,2.5983726e-13,0.0
885,3678.485,4.5913258,0.73758096,5.300588277948659,5.30058827794819,0.0,7.1e-43,4.686201e-13,0.0
886,3679.3313,4.9961786,0.7089635,5.299030512989197,5.299030512988362,0.0,4.93e-43,8.3456956e-13,0.0
887,3680.1782,4.9740677,0.59765124,5.297472216632151,5.297472216630681,0.0,3.4e-43,1.4701423e-12,0.0
888,3681.0266,5.51332,0.53177667,5.295912043822393,5.295912043819831,0.0,2.35e-43,2.562734e-12,0.0
889,3681.8735,5.5011806,0.5150401,5.2943553815907105,5.294355381586298,0.0,1.63e-43,4.4122713e-12,0.0
890,3682.7227,5.450672,0.54515004,5.292795499352047,5.2927954993445265,0.0,1.12e-43,7.520537e-12,0.0
891,3683.5696,5.653275,0.5286799,5.291240469487387,5.291240469474732,0.0,7.7e-44,1.2655102e-11,0.0
892,3684.419,4.3908005,0.50734675,5.289681774706013,5.289681774684929,0.0,5.3e-44,2.1083784e-11,0.0
893,3685.2664,4.9144096,0.4663235,5.28812747963112,5.288127479596435,0.0,3.6e-44,3.4685255e-11,0.0
894,3686.1143,5.5061536,0.47134137,5.28657310359066,5.2865731035342325,0.0,2.5e-44,5.6427543e-11,0.0
895,3686.9644,5.1063757,0.459578,5.285015516925686,5.2850155168348225,0.0,1.8e-44,9.0863615e-11,0.0
896,3687.8127,4.6669316,0.45329204,5.28346187693601,5.283461876791504,0.0,1.1e-44,1.4450617e-10,0.0
897,3688.663,5.2399244,0.46042332,5.28190547700683,5.2819054767794,0.0,8e-45,2.2742967e-10,0.0
898,3689.5117,5.776114,0.47596982,5.280353019731132,5.280353019377605,0.0,6e-45,3.5352715e-10,0.0
899,3690.3623,4.7015433,0.43940753,5.278797805538082,5.278797804994285,0.0,4e-45,5.4379734e-10,0.0
900,3691.2112,5.325529,0.46371835,5.2772465300064875,5.277246529180291,0.0,3e-45,8.261968e-10,0.0
901,3692.0605,5.242216,0.47976804,5.2756951754260335,5.275695174184832,0.0,1e-45,1.2412018e-09,0.0
902,3692.9119,4.8229375,0.51748824,5.274141069227327,5.274141067382322,0.0,1e-45,1.845005e-09,0.0
903,3693.7615,5.166821,0.65532416,5.2725908965071895,5.272590893798209,0.0,1e-45,2.7089806e-09,0.0
904,3694.613,4.021526,0.8817233,5.271037975320423,5.2710379713850655,0.0,0.0,3.935358e-09,0.0
905,3695.4634,4.3742237,0.8571026,5.2694880940698585,5.269488088421504,0.0,0.0,5.6483542e-09,0.0
906,3696.3154,5.9360595,0.69065315,5.267935913191884,5.267935905172242,0.0,0.0,8.019643e-09,0.0
907,3697.1658,5.846206,0.60009134,5.266387658794983,5.266387647547038,0.0,0.0,1.1247945e-08,0.0
908,3698.016,5.034442,0.61458427,5.264840216451825,5.264840200856776,0.0,0.0,1.5595049e-08,0.0
909,3698.869,5.3342953,0.6518116,5.263289146520525,5.26328912512706,0.0,0.0,2.1393465e-08,0.0
910,3699.72,5.0934,0.59663904,5.2617419986796925,5.261741969687417,0.0,0.0,2.8992275e-08,0.0
911,3700.573,5.04903,0.52745503,5.260192115842316,5.260192076977579,0.0,0.0,3.8864737e-08,0.0
912,3701.424,5.0283537,0.5234608,5.258646595242089,5.258646543776306,0.0,0.0,5.1465783e-08,0.0
913,3702.2776,5.751285,0.5209735,5.257097457211065,5.257097389789875,0.0,0.0,6.742119e-08,0.0
914,3703.1294,5.818477,0.5663099,5.25555223578308,5.255552148523636,0.0,0.0,8.7259444e-08,0.0
915,3703.9814,4.6780024,0.5833035,5.25400738580379,5.254007274159543,0.0,0.0,1.1164425e-07,0.0
916,3704.8354,5.2122335,0.5810204,5.252459811892073,5.252459670617646,0.0,0.0,1.4127443e-07,0.0
917,3705.6877,5.2235484,0.5352994,5.250916150638943,5.2509159740134805,0.0,0.0,1.7662546e-07,0.0
918,3706.5425,5.2407146,0.52538764,5.249368885902684,5.249368667493187,0.0,0.0,2.184095e-07,0.0
919,3707.395,5.469798,0.5315152,5.247826414876571,5.247826148058253,0.0,0.0,2.6681832e-07,0.0
920,3708.2498,5.134738,0.6128463,5.24628078631946,5.246280463964979,0.0,0.0,3.2235448e-07,0.0
921,3709.1028,4.529756,0.5835997,5.2447390640735945,5.244738679263686,1e-44,0.0,3.848099e-07,0.0
922,3709.9563,5.5532436,0.5476523,5.243197274321932,5.243196820210858,7.5101e-41,0.0,4.5411107e-07,0.0
923,3710.8115,5.0661373,0.51925987,5.241653214006461,5.241652684142124,3.947434e-37,0.0,5.2986434e-07,0.0
924,3711.6658,4.680239,0.51192576,5.2401117313244425,5.240111120330336,1.3585388e-33,0.0,6.109941e-07,0.0
925,3712.5215,5.273689,0.49002764,5.238568419679584,5.238567723130618,3.1322924e-30,0.0,6.9654897e-07,0.0
926,3713.3755,5.7020583,0.5169665,5.237029000719739,5.237028216027037,4.7022608e-27,0.0,7.846927e-07,0.0
927,3714.232,5.423912,0.59996593,5.235485991595706,5.235485117566295,4.7599295e-24,0.0,8.740294e-07,0.0
928,3715.0864,6.188262,0.6505233,5.233947307692604,5.2339463456681035,3.134542e-21,0.0,9.620245e-07,0.0
929,3715.9414,6.090862,0.5912749,5.232408547831543,5.232407501156164,1.3694291e-18,0.0,1.0466754e-06,0.0
930,3716.798,5.8868213,0.53165174,5.230867515174043,5.230866389438222,3.997346e-16,0.0,1.1257358e-06,0.0
931,3717.6533,5.465735,0.5111308,5.22932991627432,5.229328719698563,7.632471e-14,0.0,1.1965757e-06,0.0
932,3718.5105,5.3189807,0.49716586,5.227789603874907,5.227788346606416,9.731471e-12,0.0,1.2572588e-06,0.0
933,3719.366,5.5500436,0.5031938,5.226253157183608,5.226251850814498,8.114072e-10,0.0,1.3055577e-06,0.0
934,3720.2236,4.9126277,0.5846125,5.224713601632233,5.224712216440574,4.513e-08,0.0,1.3400617e-06,0.0
935,3721.0793,4.95983,0.67399186,5.223179895049647,5.223176893772042,1.6418574e-06,0.0,1.3594203e-06,0.0
936,3721.9353,5.138858,0.59681636,5.221682782613318,5.221641937448528,3.9482107e-05,0.0,1.3630575e-06,0.0
937,3722.794,5.046698,0.5043028,5.2207362732018465,5.220102972910349,0.0006319495,0.0,1.3507764e-06,0.0
938,3723.6501,5.056356,0.46041718,5.225191986518724,5.2185691890484245,0.0066214744,0.0,1.3230701e-06,0.0
939,3724.509,5.4517674,0.48601213,5.263101238596464,5.217031401263016,0.046068557,0.0,1.2807267e-06,0.0
940,3725.3657,5.805197,0.554784,5.426209074772321,5.21549835203263,0.2107095,0.0,1.2254071e-06,0.0
941,3726.2249,6.8070364,0.75669235,5.856026516517679,5.213961740170155,0.6420636,0.0,1.1586412e-06,0.0
942,3727.082,7.216121,0.8151002,6.533569963390999,5.212429425663043,1.3211395,0.0,1.0828863e-06,0.0
943,3727.9414,6.5348763,0.78201395,7.17881994149057,5.210893988893854,1.967925,0.0,1.0000897e-06,0.0
944,3728.799,7.098348,0.64381564,7.699854235593503,5.209362409200449,2.490491,0.0,9.1300194e-07,0.0
945,3729.6567,9.115777,0.5400324,8.367281556044858,5.207831631752001,3.159449,0.0,8.237985e-07,0.0
946,3730.5168,7.8908076,0.5267414,8.917184037911486,5.206297301904531,3.710886,0.0,7.3442004e-07,0.0
947,3731.3752,8.811427,0.528117,8.5318465288525,5.2047668238855085,3.327079,0.0,6.472735e-07,0.0
948,3732.2356,7.7775707,0.51053834,7.257428920567938,5.203233668086816,2.0541947,0.0,5.636841e-07,0.0
949,3733.0942,6.263908,0.4885924,6.048272118680852,5.201704360163585,0.8465673,0.0,4.853773e-07,0.0
950,3733.955,5.2152042,0.49861124,5.429923108348472,5.200171942863985,0.22975075,0.0,4.1303545e-07,0.0
951,3734.814,4.603246,0.55058426,5.2398583497950835,5.198643804210077,0.041214198,0.0,3.4771094e-07,0.0
