,brokenpowerlaw.refer,brokenpowerlaw.ampl,brokenpowerlaw.index1,brokenpowerlaw.index2,nr_OIII5007.ampl,nr_OIII5007.offs_kms,nr_OIII5007.fwhm,nr_NII6584.ampl,nr_[OII]_3726.ampl,nr_[OII]_3728.ampl,nr_[NeIII]_3868.ampl,nr_[OIII]_4363.ampl,nr_Heps_3970.ampl,nr_Hd_4101.ampl,nr_Hg_4340.ampl,nr_Hb_4861.ampl,nr_HeI_3187.ampl,nr_HeII_3203.ampl,nr_HeI_4143.ampl,nr_HeI_4471.ampl,nr_HeII_4685.ampl,br_Heps_3970.ampl,br_Heps_3970.offs_kms,br_Heps_3970.fwhm,br_Hd_4102.ampl,br_Hd_4102.offs_kms,br_Hd_4102.fwhm,br_Hg_4340.ampl,br_Hg_4340.offs_kms,br_Hg_4340.fwhm,br_Hb_4861.ampl,br_Hb_4861.offs_kms,br_Hb_4861.fwhm,br_HeI_3188.ampl,br_HeI_3188.offs_kms,br_HeI_3188.fwhm,br_HeII_3203.ampl,br_HeII_3203.offs_kms,br_HeII_3203.fwhm,br_HeI_4144.ampl,br_HeI_4144.offs_kms,br_HeI_4144.fwhm,br_HeI_4471.ampl,br_HeI_4471.offs_kms,br_HeI_4471.fwhm,br_HeII_4686.ampl,br_HeII_4686.offs_kms,br_HeII_4686.fwhm,feii.amp_a2D2,feii.amp_a4G,feii.amp_a4H,feii.amp_a6S,feii.amp_b2H,feii.amp_b4F,feii.amp_b4P,feii.amp_y4G,feii.amp_b4G,feii.amp_x4D,feii.amp_y4P,feii.offs_kms,feii.fwhm,outOIII5007.ampl,outOIII5007.offs_kms,outOIII5007.fwhm
0,5350.024297033759,3.2847435549126436,-1.2529628520108442,-0.9757029662418948,1.2311781882859463,168.98889895059418,233.86199593539394,5.122040763247359,1.8169522923987642,3.8815609067099732,0.018441653041042654,0.08536597440720572,0.08376337783945546,0.024297033758105095,0.30367857544357724,4.092608568056355,0.019347396562671034,0.024297033758105095,0.22226446312909753,0.016125124984585775,0.019069971871335193,0.010611192651334197,-2999.9757029662414,1000.0242970337579,0.4676866590142831,-1334.312950796679,1000.0242970337579,1.6553106416371013,61.144876044796106,2234.2956271649714,2.8678325550135453,0.5529864149373009,2957.788400867078,0.3389949812054608,-2999.9757029662414,5998.190928292841,0.27075016485161263,2949.9397744913886,6878.514831209475,0.01810591075510535,-2999.9757029662414,1000.0242970337579,0.32495069872080806,2203.8543467709496,4082.284523556419,0.06859891334229629,-2999.9757029662414,3098.482893005732,0.00800111532735719,0.6196785529982518,0.1773822684883009,0.6708256865046045,4.428355621103174,0.45341216281132624,0.01071721833627902,0.010002789175643548,0.033684697474266515,0.23929192166770905,0.014738315917161345,106.71363933724095,1256.975291562254,1.4227157512396071,-229.70447642437625,1004.6054792754401
1,5350.0451825647915,3.284183445871802,-1.2823478297629078,-0.9548174352040892,1.911257748566837,163.49653492605256,217.60817994946575,5.167223328043262,1.6138820640338212,3.5962126643695695,0.23899537666231094,0.0034209438309794372,0.26664758225002205,0.19735946669184828,0.5350346980524103,4.18443910788185,0.0042383145272925325,0.01286916028253485,0.001846986101636838,0.006668409479019435,0.234740656126548,0.00031123303001343635,-2999.954817435203,1000.0451825647958,0.7640459921045958,-1289.9957319407606,1000.0451825647958,1.4856672300642713,198.73420672950562,2482.8860544584204,2.8240304302515526,-98.35907657542958,2845.349093239183,0.3597803222283905,-2910.3995854652967,6942.512005188454,0.2827605127061424,2996.2923267044316,6971.486462996403,0.0017148792987934976,-2999.954817435203,1000.0451825647958,0.3260170877472881,1982.5646487848126,4643.519533263491,0.0006316774977228067,-2999.954817435203,5176.583774318706,0.00012197349395948014,0.7483919365604051,0.20649725125197366,0.6481606664248167,4.660390564782693,0.47331827488220213,0.00022770271039387543,0.0002787353924610875,0.24854374250070654,0.27395342807670514,0.24036108745029489,80.70248509818421,1399.912578293492,1.574397136685501,-238.33343992243795,1000.0451825647958
2,5350.077413102972,3.2844075688111487,-1.2635700669121892,1.1448864046126705,1.8405766610744396,171.06157073364017,242.9315184346359,5.389398493763377,1.917317905121179,3.8842962971651804,0.34348991710150234,0.09906150822479966,0.00463508257589396,1.1094471821673706,0.7291997425843004,3.5629925468255434,0.0078079045748000175,0.010461488685429798,0.0034693598935258366,0.011819605470405087,0.123030306068272,0.004036759438157522,-2999.901303358101,6427.610679785579,0.22497950459186655,-1386.0123232116935,1000.1235800629829,1.478340651598355,263.58223032150124,2542.4431286459167,2.969038400653181,-94.2444646420792,2889.369872934565,0.46133498483683366,-2999.8967711889263,6697.092640717355,0.6351226947655573,2995.247045732054,3124.0801664204237,0.005619030895617227,-2999.9072883065455,1000.0785823037422,0.2612151326768736,1863.7513784542864,4461.208072220987,0.0007357521289508041,-2999.92369199342,1000.0809569373785,0.005328535533497173,0.6764079282772857,0.07167023527308233,0.5047601960359882,4.11509084171167,0.46466239174190854,0.00025530558092661144,0.004966486865131115,0.6921499265087949,0.34179956015624535,0.14568364401145745,135.89627938108103,1305.3835690771866,1.3755888444048954,-175.65017769992298,1034.5655965620558
3,5350.02546481011,3.2847592828531127,-1.2724066839136516,2.936337974727296,0.9678976198649198,165.97121118133725,240.73756734140596,5.41486330387246,1.9197885195157627,3.237820907699203,0.4135165028732046,0.01672183855528718,0.061844498347003646,0.8017939957370637,0.4311225692443549,3.485275013800162,0.020318782997857256,0.020358674680890004,0.4156403610037083,0.01963850908535934,0.019500885549338997,0.010136797505595138,-2999.97453518989,1000.025464810109,0.6055450405570877,-780.3806150737609,1170.6086486783947,1.5557099175857827,16.32424474072196,2486.1166811678922,2.9885149065115413,-137.79677553262366,2850.040741488187,0.37514829936952065,-2958.4730631128577,6872.675949454592,0.21710856313189983,2973.7767382219054,3044.188624240377,0.01605371883578275,-2999.97453518989,1000.025464810109,0.41138011139879826,2924.254680368752,4023.1041514699255,0.006591306108727275,2937.7774100550755,6872.675949454592,0.007500080129226566,0.6427482332166983,0.008141913733815561,0.5536648687537156,3.7773003136709926,0.3290488554945139,0.010824208477625162,0.02617353084780947,0.2440924073230418,0.35913045134250743,0.12913438731227733,222.02656603040907,1569.5120620988876,1.3626275254652263,-239.9864993632423,1000.025464810109
4,5350.0,3.2841747045516967,-1.279438462137301,2.419319213212261,2.080970062298808,157.4779457041615,241.82670313695942,5.41486330387246,1.3284561824600962,3.3054334956928764,0.16449927703836742,0.09509084074239488,0.15063894547024317,0.03676636458696572,0.09979717444677808,3.8788691195931184,0.0,0.0,0.0,0.0,0.0,0.0,-3000.0,1000.0,0.5123631258957436,-736.1856804948751,1159.255296388244,1.363703209894802,26.121189945391247,2496.1031076342288,2.90339698077685,-113.68172450644407,2833.4655556318685,0.33089751923412064,-3000.0,6782.853254690255,0.44561841821603076,3000.0,6671.979569792573,0.0,-3000.0,1000.0,0.32085640185497,3000.0,5960.775718517449,0.0,-3000.0,1000.0,0.0,0.5230287187027268,0.14581566894582518,0.5056516982066772,4.247669949631468,0.36254858024298425,0.0,0.0,0.05663495425443584,0.26879930943455044,0.21080895536797933,70.29231470529476,1399.5024594112915,1.5487745660657855,-273.7758150009122,1000.0
5,5350.0,3.2841747045516967,-1.2775867095940978,1.8972040790785019,2.0143887561048563,160.75770483311123,238.4381577421504,5.41486330387246,2.5957146995368667,3.3658886854577106,0.3234596645504044,0.006662912786421073,0.17045639118928857,0.0036269182380187946,0.16235955050275244,3.9696016966796996,0.0,0.0,0.0,0.0,0.3631500245607099,0.0,-3000.0,1000.0,0.226119599109477,-624.1844440377346,1493.7219916450426,1.4623130395797916,91.64315139111453,2378.6060423110907,2.835483519292356,-100.81931710591071,2937.483098506924,0.3681960175369173,-3000.0,6968.170523831034,0.3197917139759985,3000.0,6980.8870265424,0.01216385452576014,-3000.0,1000.0,0.36330396820578825,3000.0,5951.580444863562,0.0,-3000.0,1000.0,0.0,0.6752708788047568,0.18155850604651108,0.4741923149524598,3.957802345963499,0.36353935807900467,0.0,0.010708426820786035,0.0,0.2289786050216424,0.11405499238322184,108.92246135272688,1491.6789859888165,1.3779902097193801,-276.3124604704341,1000.0
6,5350.0,3.2841747045516967,-1.2746504598422592,2.376926802298285,2.6582600114306034,164.58304182101466,249.5761367653567,5.41486330387246,2.1646709943979343,3.409261825649752,0.0,0.0,0.04354700395036336,0.5756281241954678,0.4227341066273224,3.8900625387633747,0.0,0.06216292723207285,0.0,0.0,0.10021085752118668,0.0,-3000.0,1000.0,0.49473348551265994,-539.1072282105058,1669.5024458255157,1.5383801782201252,111.49037331193419,2553.8977471916955,3.0386450642751788,-135.7130418414656,2923.2350699975013,0.33494080471901083,-3000.0,5264.965233139254,0.2774170000072845,3000.0,5708.597887181296,0.07880917733276119,-1719.400905365865,1331.3902181409806,0.37318574683024336,3000.0,5301.040657061318,0.0,-3000.0,1000.0,0.0,0.5163715684874097,0.14280544690475525,0.41668504019356606,4.367334153888012,0.36901180772092634,0.0,0.0,0.0,0.2505928185559847,0.18761976696969834,85.32589780695119,1352.5082579067625,1.4234747570345472,-224.2938782904127,1039.3747201282242
7,5350.0,3.2841747045516967,-1.2804436114929718,0.18872495462691302,1.002441116602986,170.79640074525787,255.834703521599,5.41486330387246,2.037083555942925,3.369463511758543,0.14644520825944632,0.0,0.33255793770397435,0.0,0.01022968069052694,4.105434218537717,0.0,0.240213526069739,0.3261003231562009,0.0,0.0,0.0,-3000.0,1000.0,0.43257343182111574,-1045.660861756322,1000.0,1.3072431977804202,138.12769624211893,2562.2412562827876,2.787664967710018,-46.23904127537916,2971.7383069582884,0.2777281321678151,-3000.0,5514.150721201409,0.4975521019602148,3000.0,7000.0,0.0,-474.24390603503093,1000.0,0.3943074476744077,3000.0,6988.314332612625,0.0,-3000.0,1000.0,0.0,0.3406623578122182,0.0,0.43383372468035414,4.019173862004867,0.38811822950514313,0.0,0.0,0.0,0.2870773166554198,0.34148827480270644,155.1596702070344,1399.6609543402956,1.2695411358253685,-75.57654309747184,1071.3901962295943
8,5350.0,3.2841747045516967,-1.2948117011256894,-1.0,1.5807398141949651,172.95935181275897,265.25083161280224,5.41486330387246,2.1547720981018266,3.202769569714896,0.37401676937165373,0.0,0.0,0.08728318095368261,0.0,4.031396200504456,0.0,0.6669539409819085,0.0,0.0,0.0,0.0,-3000.0,1000.0,0.5168767246635863,-1422.5310106265151,1000.0,1.5678813385757733,119.16468785206844,2421.2751820572867,2.8055113733140664,-41.5118340541644,2840.4077863052153,0.15726160052228202,-3000.0,6998.992990834515,0.23127719367301297,3000.0,7000.0,0.10692075909962515,-474.2439871940113,1000.0,0.45136548214647937,3000.0,6984.714568364701,0.0,-3000.0,1000.0,0.0,0.5894038980976698,0.14793405064725554,0.5756943431699838,5.507928088688494,0.33520682648122313,0.0,7.038583754686095e-05,0.0,0.3091020234002504,0.21757547852570203,99.39806200311592,1033.813995572437,1.4631640877518246,-166.30344464763795,1000.0
9,5350.0,3.2841747045516967,-1.2966487286270783,0.13726715284966637,2.485239320408155,166.65619638798114,248.89241922184434,5.41486330387246,1.527773281372214,3.5218832626247814,0.0,0.24064349566306892,0.27468718062939246,0.43357917868285745,0.3150028442136805,3.910061962120964,0.0,0.0,0.0648270066549044,0.0,0.0,0.0,-3000.0,1000.0,0.4491152909038451,-1119.062484948097,1000.0,1.491498264216782,225.51428726089637,2137.5529010476307,2.865842413030769,-85.27351369618566,2751.609837166842,0.37385739603021195,-3000.0,6306.313275449894,0.27765594685130673,3000.0,6333.621989984018,0.0,-534.3898211967064,1000.0,0.7556904599740689,3000.0,5686.054128498582,0.0,-3000.0,1000.0,0.0,0.7886273688477599,0.05122615543067656,0.6393990601645062,5.056244934928679,0.19263300270842978,0.0,0.0,0.0,0.3725102338200492,0.18865187252182902,62.057411936186085,1010.0717941080685,1.2644902597747474,-200.58237745204266,1000.0
