name,RA,DEC,Plate,MJD,FiberID
b'J121451.2+190057',183.71335,19.01603,2610,54476,241
b'J104847.5+102043',162.19742,10.345248,2885,54497,327
b'J152409.1+485411',231.03795,48.9031,1166,52751,248
b'J122742.2+322700',186.92593,32.45004,1971,53472,393
b'J094253.3+345151',145.72231,34.86436,1594,52992,157
b'J131414.7+265014',198.56149,26.83729,2243,53794,200
b'J142551.1+240407',216.46306,24.06881,2132,53493,478
b'J141627.4+603121',214.11444,60.52251,788,52338,568
b'J120205.5+475655',180.52308,47.94875,1446,53080,625
b'J111357.3+425338',168.48884,42.89414,8367,57429,704
b'J152441.3+152153',231.17228,15.36495,2767,54243,539
b'J123115.0+590706',187.8127,59.1186,956,52401,252
b'J150741.5+261604',226.92317,26.26796,2151,54523,24
b'J092942.5+004130',142.42736,0.69177,7453,56749,845
b'J230022.4+004303',345.0935,0.71767,380,51792,469
b'J142032.3+252649',215.13469,25.44696,2131,53819,305
b'J100538.7+591911',151.41152,59.31976,8190,57448,702
b'J002443.6+003226',6.18176,0.54071,7866,57002,608
b'J121738.5+162053',184.41059,16.34827,5849,56033,190
b'J123220.6+495730',188.08592,49.95852,7418,57165,856
b'J122759.3+623950',186.9973,62.66394,779,52342,633
b'J094107.9+174430',145.28312,17.74182,2369,53733,513
b'J115507.7+572221',178.78222,57.37272,1312,52781,508
b'J154808.4+492443',237.03517,49.41219,6723,56428,274
b'J123618.8+580008',189.07855,58.00234,1317,52765,349
b'J134927.2+114954',207.36334,11.83193,1701,53142,542
b'J144917.8+070610',222.32428,7.10303,1814,54555,279
b'J104905.8+484431',162.27421,48.74206,963,52643,362
b'J083448.3+371702',128.70141,37.28407,8858,57450,740
b'J115226.8+260552',178.11177,26.09803,2223,53793,129
b'J152501.2+344718',231.25515,34.78835,1354,52814,156
b'J103634.3+620926',159.14333,62.15733,773,52376,272
b'J131043.0-004745',197.67952,-0.79594,294,51986,8
b'J111333.7+322530',168.39079,32.42506,2107,53786,215
b'J211234.5-005929',318.1447,-0.9912742,986,52443,274
b'J110422.0+225837',166.09251,22.976939,2486,53876,37
b'J152502.8+110748',231.26171,11.13008,1720,53854,632
b'J140203.2+561044',210.51366,56.17904,1159,52669,205
b'J113137.1+144251',172.9046,14.71444,1754,53385,174
b'J094140.7+363553',145.41991,36.59823,3223,54865,164
b'J125745.7+480515',194.44061,48.08772,7416,56810,968
b'J155206.6+525346',238.0278,52.89614,618,52049,470
b'J092753.9+510841',141.97481,51.144696,7291,56992,494
b'J095327.0+372804',148.36268,37.46792,1596,52998,331
b'J131142.3+330753',197.92656,33.13165,2093,53818,224
b'J094157.2+170305',145.48849,17.051448,2369,53733,105
b'J093732.8+543717',144.38708,54.62151,7283,57063,436
b'J154723.1+400608',236.84631,40.10226,1680,53171,612
b'J160337.4+070850',240.90587,7.14738,1729,53858,473
b'J110715.0+162808',166.8127,16.46895,2491,53855,252
b'J152524.1+523204',231.35044,52.53468,795,52378,340
b'J105625.2+601601',164.10501,60.26713,7103,56661,476
b'J121725.7+001235',184.35745,0.20978,287,52023,587
b'J130628.9+281210',196.62082,28.20304,2242,54153,539
b'J110313.1+372428',165.80477,37.40797,2091,53447,547
b'J105125.9+105631',162.85828,10.94197,1602,53117,294
b'J101051.5+053006',152.71467,5.50168,996,52641,43
b'J093654.7+511844',144.22795,51.31227,767,52252,24
b'J094000.8+231010',145.00349,23.16971,2296,53735,213
b'J215515.9+003254',328.8166,0.54856,371,52078,590
b'J160211.7+141057',240.54899,14.18263,2521,54538,5
b'J113018.7+250541',172.57826,25.094598,2501,54084,473
b'J135109.2+653129',207.78839,65.52472,497,51989,44
b'J093154.8+370527',142.97869,37.09108,1275,52996,462
b'J011032.6+015435',17.63588,1.90989,7859,57282,198
b'J220327.7+004357',330.86578,0.73274,373,51788,323
b'J103751.9+334904',159.46629,33.81788,1982,53436,506
b'J113002.1+494447',172.5089,49.74639,7400,57134,488
b'J093534.2+534843',143.89254,53.81206,768,52281,368
b'J110705.6+105748',166.77346,10.96345,1604,53078,281
b'J145801.2+544106',224.50501,54.68503,792,52353,209
b'J010431.0+242508',16.12958,24.41902,7678,57282,832
b'J110341.0+372935',165.92119,37.49314,2091,53447,584
b'J100550.8+213527',151.46169,21.59094,2364,53737,469
b'J122411.3+254333',186.04745,25.72607,2658,54502,464
b'J013152.4+205146',22.96874,20.86304,7635,56979,168
b'J115517.6+193934',178.82361,19.65961,5881,56038,872
b'J113657.2+180000',174.23823,18.000044,2503,53856,527
b'J131228.6+014226',198.11943,1.70732,525,52295,163
b'J152611.3+155359',231.5473,15.89977,2781,54266,148
b'J140209.2+321517',210.5387,32.25482,2121,54180,475
b'J102904.4+052600',157.26838,5.43343,576,52325,413
b'J005036.4+282937',12.65181,28.49387,7674,57359,724
b'J120807.4+542243',182.03087,54.37882,1018,52672,104
b'J121041.9+191144',182.67484,19.1955699,2609,54476,88
b'J154547.3+122158',236.44743,12.36615,2516,54241,619
b'J154132.5+504619',235.3855,50.77219,796,52401,451
b'J075334.5+385728',118.39375,38.95782,435,51882,94
b'J144038.8+612757',220.16184,61.46606,607,52368,610
b'J222110.4-090626',335.29413,-9.1072749,719,52203,23
b'J150830.7+361621',227.12806,36.2725,1353,53083,390
b'J120234.2+022618',180.64276,2.43845,516,52017,112
b'J092508.2+554407',141.28455,55.73546,451,51908,6
b'J100618.1+365713',151.57555,36.95377,1426,52993,132
b'J114819.4-021314',177.08085,-2.22062,329,52056,512
b'J233634.3-092618',354.14305,-9.43849,647,52553,488
b'J002032.0+022858',5.13372,2.48293,7854,56989,602
b'J161406.3+475041',243.52652,47.84472,622,52054,30
b'J123933.6+095104',189.89027,9.85118,1233,52734,107
b'J165116.5+255102',252.819,25.85075,1691,53260,210
b'J113150.1+201256',172.95883,20.21574,2502,54180,425
b'J115023.7+000824',177.59916,0.14008,284,51943,356
b'J111534.3+553714',168.8933,55.62067,8177,57374,205
b'J140410.4+093747',211.04334,9.62994,1807,54175,581
b'J151104.3+525107',227.76808,52.85209,1165,52703,448
b'J145427.1+564421',223.61317,56.73943,791,52435,31
b'J235338.5-095720',358.41065,-9.95561,649,52201,476
b'J125158.2+511251',192.99277,51.21431,886,52381,202
b'J144100.9+294149',220.25413,29.6972,2138,53757,149
b'J130820.4+125019',197.08528,12.83871,1696,53116,505
b'J233705.7-093656',354.27398,-9.61562,647,52553,520
b'J133512.7+200756',203.80314,20.13238,2641,54230,570
b'J145312.2+183418',223.3011,18.57167,2778,54539,386
b'J124814.6+362425',192.06105,36.40702,2022,53827,553
b'J073912.6+400430',114.80252,40.07505,432,51884,395
b'J120547.9+584827',181.44977,58.80771,954,52405,126
b'J155850.9+235317',239.7124299,23.88827,3940,55327,322
b'J161157.2+490138',242.98835,49.02731,622,52054,493
b'J103029.0+413333',157.62102,41.55933,1359,53002,596
b'J140341.2+223116',210.92202,22.52127,2785,54537,355
b'J115548.5+123754',178.95237,12.63193,1610,53144,498
b'J100818.8+454445',152.0785,45.74588,7384,56715,398
b'J101816.6+062543',154.56958,6.4287,997,52734,143
b'J132434.5+104953',201.14407,10.8314,1698,53146,44
b'J134917.4+223737',207.32256,22.62699,2783,54524,246
b'J161929.9+415247',244.87462,41.87974,1171,52753,575
b'J113333.8+093901',173.39094,9.65051,1223,52781,39
b'J140826.8+142230',212.11183,14.37501,1704,53178,562
b'J123927.6+462536',189.86517,46.42693,1455,53089,298
b'J142439.8+452336',216.16588,45.39356,1287,52728,61
b'J151555.5+403414',228.98128,40.57066,1292,52736,175
b'J122949.6+382003',187.45685,38.33419,1992,53466,519
b'J172217.8+270333',260.57458,27.05933,979,52427,31
b'J113451.0+134852',173.71281,13.81445,1754,53385,7
b'J143210.5+515704',218.04402,51.95117,7032,56471,87
b'J130044.3+603937',195.18466,60.66043,957,52398,580
b'J095458.1+495609',148.74212,49.93606,7292,56709,34
b'J151639.8+001458',229.16621,0.24951,312,51689,471
b'J133930.3+522722',204.87633,52.45635,1042,52725,132
b'J105338.5+010000',163.41052,1.00018,276,51909,524
b'J141546.4+090313',213.94341,9.0537,1810,53794,482
b'J001630.2-093913',4.12604,-9.65373,652,52138,488
b'J163056.2+361848',247.73424,36.31348,1338,52765,551
b'J124013.8+473355',190.05769,47.56542,1455,53089,440
b'J143642.0+022939',219.17527,2.49421,536,52024,425
b'J104410.6+475455',161.04445,47.91548,962,52620,569
b'J125223.5+645141',193.09823,64.86147,601,52316,501
b'J084348.3+203743',130.95126,20.62871,2280,53680,301
b'J081319.7+505820',123.33236,50.97232,1780,53090,595
b'J150238.0+501522',225.65867,50.25612,1329,52767,520
b'J151203.6+351750',228.01529,35.29722,1353,53083,247
b'J091244.5+460233',138.18572,46.04266,7516,56782,35
b'J015942.2+023804',29.92598,2.63458,7836,57278,838
b'J143002.4+101258',217.51024,10.21624,1709,53533,230
b'J091625.7+040940',139.10734,4.16119,567,52252,444
b'J162726.7+350757',246.86151,35.13262,1338,52765,257
b'J161649.5+415410',244.20626,41.90301,1171,52753,416
b'J130843.2+024332',197.18012,2.72557,525,52295,390
b'J021257.0-020507',33.23756,-2.08536,7835,56986,538
b'J140329.6+135059',210.87342,13.84996,1704,53178,389
b'J012420.0+141842',21.08361,14.31187,424,51893,114
b'J115408.8+252145',178.53686,25.36254,2514,53882,480
b'J112927.2+013026',172.36311,1.507157,512,51992,87
b'J145443.4-023946',223.68116,-2.66292,921,52380,133
b'J233254.9+151316',353.22889,15.22115,6143,56267,958
b'J091405.9-000015',138.5246,-0.00424,472,51955,196
b'J092019.8+463605',140.08275,46.60144,833,52314,336
b'J140800.4+534816',212.00198,53.80446,7339,56772,577
b'J000117.2+263252',0.32197,26.54805,7666,57339,908
b'J231743.0+000459',349.42919,0.08306,679,52177,551
b'J162557.7+445345',246.49065,44.89608,626,52057,403
b'J161149.7+505954',242.95739,50.99856,623,52051,246
b'J114018.8+504730',175.07835,50.79171,967,52636,458
b'J111525.4+313348',168.85612,31.56361,2092,53460,618
b'J102836.8-004311',157.15414,-0.7196374,273,51957,292
b'J133303.1+471746',203.26312,47.29627,1283,52762,250
b'J010536.1-040201',16.40054,-4.03365,7915,57309,359
b'J011013.1-021937',17.5548,-2.32706,7875,56980,386
b'J111706.2+270023',169.2762,27.00653,2214,53794,545
b'J124945.0+655801',192.43764,65.96721,601,52316,453
b'J123508.4+294828',188.78523,29.80792,2237,53828,311
b'J121814.7+483433',184.5615,48.57608,1451,53117,406
b'J012647.3+200917',21.69737,20.15488,7629,56988,845
b'J103422.1+605316',158.59217,60.88796,7090,56659,100
b'J165434.9+184950',253.64502,18.830595,1567,53172,397
b'J141419.3+533805',213.58061,53.63475,7339,56722,727
b'J125628.4+213116',194.11865,21.52114,2649,54212,44
b'J013621.7+222907',24.09053,22.48539,7687,57007,206
b'J145713.2+605312',224.3054,60.88686,611,52055,280
b'J212937.1-072439',322.40469,-7.41088,640,52200,72
b'J094020.8+485635',145.0869,48.94325,901,52641,10
b'J142445.1+492304',216.18796,49.38463,1672,53460,619
b'J131130.8+621504',197.87852,62.25133,783,52325,556
b'J110333.1+083454',165.88813,8.58172,1220,52723,49
b'J111852.3+172313',169.71817,17.3871,2494,54174,381
b'J111318.1+550403',168.32583,55.06762,1012,52649,408
b'J143547.7+150054',218.94868,15.014895,2747,54233,636
b'J015647.9+015240',29.199852,1.8776922,7836,57278,657
b'J121859.7+594024',184.74905,59.67334,955,52409,108
b'J100057.1+314002',150.23796,31.66749,1949,53433,146
b'J131248.6+250804',198.20275,25.13459,2663,54234,483
b'J080143.6+514036',120.43182,51.67692,1780,53090,339
b'J135221.5+214813',208.08993,21.80364,2783,54524,127
b'J121508.7+462732',183.78663,46.45891,1451,53117,290
b'J131209.8+453032',198.04086,45.50889,1461,53062,283
b'J131921.3+342933',199.83895,34.49272,2023,53851,162
b'J115554.2+445627',178.97589,44.94107,6642,56396,730
b'J013250.9+230141',23.2121,23.02816,7687,57007,452
b'J141450.6+390513',213.71123,39.08709,1380,53084,425
b'J151153.0+561712',227.97118,56.28686,612,52079,251
b'J123102.6+160844',187.76121,16.14567,5404,56013,644
b'J102524.5+224913',156.35237,22.82044,2366,53741,526
b'J124918.5+271828',192.32717,27.30785,2238,54205,153
b'J144500.7+322707',221.25297,32.45219,1842,53501,552
b'J093200.2+553350',143.00092,55.56402,8192,57348,310
b'J104337.3+453622',160.9056,45.60619,1431,52992,601
b'J125541.8+311054',193.92421,31.18167,6485,56342,82
b'J133755.3+410901',204.4806,41.15036,1464,53091,550
b'J151559.5+572405',228.99802,57.40156,612,52079,519
b'J015021.5-092049',27.58994,-9.34722,665,52168,319
b'J151002.2+445858',227.50925,44.9829,1677,53148,410
b'J130402.9+353315',196.01222,35.5544,2016,53799,277
b'J113904.7+161411',174.76975,16.23658,2503,53856,11
b'J134032.6+052205',205.13596,5.36812,854,52373,335
b'J105820.6+004642',164.58606,0.7785,277,51908,329
b'J140902.2+120345',212.25924,12.06268,1703,53799,615
b'J100414.1+482559',151.05886,48.43328,872,52339,373
b'J084746.5+163103',131.94387,16.51762,2429,53799,582
b'J100651.1+214609',151.71313,21.76941,2364,53737,488
b'J100328.7+322534',150.86995,32.42613,1949,53433,584
b'J105115.8+280536',162.81596,28.09335,6449,56356,175
b'J101743.0+212015',154.42924,21.3377,2365,53739,149
b'J130941.4+334043',197.42286,33.67888,2093,53818,400
b'J155532.1+035043',238.88397,3.84537,2951,54592,133
b'J120028.5+333447',180.11911,33.5799,2095,53474,368
b'J224655.2-084300',341.73072,-8.7167492,723,52201,500
b'J140836.5+650240',212.15225,65.04462,498,51984,157
b'J113144.8+290710',172.93694,29.11947,2217,53794,78
b'J105747.5+324706',164.44802,32.78521,6442,56369,360
b'J102657.2+091544',156.73851,9.26231,1238,52761,610
b'J095056.7+413357',147.73628,41.56593,1216,52709,534
b'J113021.1+201931',172.58803,20.32554,2498,54169,577
b'J091134.0+442309',137.89204,44.38602,832,52312,199
b'J170225.9+341110',255.6079399,34.18628,973,52426,402
b'J143820.8+415637',219.5869,41.94382,1396,53112,175
b'J095613.1+545903',149.05461,54.98429,945,52652,301
b'J123127.6+080337',187.86522,8.06051,1627,53473,507
b'J110611.8+292725',166.54891,29.456966,2213,53792,344
b'J111555.0+071553',168.9795,7.26483,1617,53112,280
b'J115928.5+652702',179.86906,65.45067,599,52317,344
b'J160957.6+460959',242.49008,46.166298,814,52443,373
b'J092106.3+290023',140.27652,29.00642,5804,56304,48
b'J134934.7-004109',207.39463,-0.68608,300,51943,139
b'J140849.5+344825',212.20636,34.80702,1839,53471,398
b'J131608.6+093604',199.03613,9.60115,1798,53851,192
b'J103313.9+235234',158.30829,23.87624,2352,53770,242
b'J105213.4+431709',163.05584,43.28602,1362,53050,453
b'J011819.0+025757',19.57931,2.96585,7861,57281,627
b'J145635.8+315253',224.14943,31.88143,1843,53816,565
b'J104241.0+520034',160.67116,52.00951,1010,52649,248
b'J114945.9+063538',177.44148,6.594,1621,53383,126
b'J004357.7+291742',10.99058,29.29525,7718,57362,337
b'J121430.5+082513',183.6272,8.42039,1624,53386,579
b'J080717.6+272949',121.8236,27.49713,929,52581,625
b'J160501.1+592449',241.25483,59.41371,8068,57185,597
b'J133328.3+193951',203.36794,19.66431,2641,54230,505
b'J095859.6+445236',149.74837,44.8767,942,52703,483
b'J222641.7+271626',336.67408,27.27416,5956,56104,38
b'J122137.4+440750',185.40605,44.13078,1371,52821,252
b'J020858.0+031231',32.24193,3.20873,8736,57400,4
b'J113752.3+185239',174.46832,18.87758,2502,54180,66
b'J215252.9+085134',328.22058,8.85951,4094,55481,14
b'J113031.5+634641',172.63162,63.77817,7113,56711,674
b'J092554.2+400412',141.47618,40.07018,938,52708,39
b'J105807.2+602014',164.5303799,60.3372599,7103,56661,440
b'J123922.6+405236',189.84469,40.876641,1984,53433,622
b'J121320.2+270842',183.33437,27.14523,2231,53816,303
b'J134512.5+461423',206.30216,46.23972,1465,53082,498
b'J011033.3+231118',17.638994,23.188266,7681,57042,458
b'J132704.0+443513',201.76693,44.58695,6627,56369,480
b'J113327.7+032710',173.36559,3.4526491,513,51989,340
b'J100117.2+044021',150.32178,4.67268,572,52289,571
b'J004016.7-014014',10.06982,-1.67069,7869,57012,687
b'J112850.6+231037',172.21122,23.17704,2497,54154,7
b'J124148.0+380959',190.45032,38.16644,2000,53495,153
b'J160544.9+543917',241.43721,54.65493,621,52055,515
b'J142827.3-011839',217.11391,-1.31094,918,52404,451
b'J132148.6+540812',200.4519,54.136827,1041,52724,440
b'J120716.8+233000',181.82034,23.50004,2644,54210,369
b'J134732.2+072425',206.88425,7.40698,1803,54152,590
b'J114056.8+271033',175.23689,27.1759,3221,54864,484
b'J101330.2+052650',153.37585,5.44748,996,52641,16
b'J014900.6-080838',27.25259,-8.14416,664,52174,612
b'J233316.6+144907',353.31956,14.8187,747,52234,319
b'J000116.9+051831',0.32078,5.30875,8740,57367,264
b'J131604.9+455111',199.02062,45.85331,1461,53062,217
b'J163546.8+481556',248.94538,48.26577,627,52144,551
b'J121026.1+404318',182.60894,40.72182,1995,53415,428
b'J223736.3+184600',339.40154,18.76691,5025,55836,148
b'J084856.9+584150',132.2374,58.69736,1785,54439,251
b'J114121.2+014810',175.33854,1.80278,514,51994,285
b'J124130.0+285213',190.37531,28.87047,2237,53828,93
b'J133239.1+593055',203.16244,59.515449,960,52425,321
b'J124923.8+444450',192.34941,44.74747,1373,53063,199
b'J090610.4-004552',136.5434,-0.7644067,470,51929,86
b'J111914.8+482402',169.81189,48.40065,7394,57131,958
b'J101237.5+524221',153.15648,52.70589,903,52400,621
b'J102434.5+555642',156.14405,55.94523,946,52407,34
b'J111607.6+412352',169.03242,41.397921,1439,53003,597
b'J115709.4+210037',179.28922,21.01044,2515,54180,620
b'J145143.1+610749',222.92978,61.13055,608,52081,569
b'J144752.7+100048',221.96985,10.01341,1713,53827,231
b'J132505.6+542951',201.27347,54.49764,1041,52724,465
b'J143222.4+184338',218.09363,18.72734,2774,54534,51
b'J085611.6+375736',134.0483799,37.9600199,4608,55973,652
b'J143621.8-002842',219.09121,-0.47851,306,51637,25
b'J103704.0+183615',159.26703,18.60432,2593,54175,499
b'J101932.3+262644',154.88487,26.44561,6465,56279,824
b'J144710.2+103618',221.7929,10.60526,1713,53827,388
b'J135345.7+395111',208.44061,39.85308,1378,53061,476
b'J134726.2+384607',206.85944,38.76878,2014,53460,376
b'J130451.2+245447',196.21339,24.91328,2662,54505,548
b'J140717.1+330936',211.82132,33.16018,2121,54180,602
b'J134807.2+604901',207.03001,60.81703,6809,56454,591
b'J131544.2+512310',198.93422,51.38622,8210,57426,567
b'J121427.6+350906',183.61541,35.15177,1999,53503,326
b'J110555.1+323001',166.47974,32.50049,2106,53714,153
b'J160631.0+371339',241.62932,37.2277,1682,53173,609
b'J100403.4+360754',151.01425,36.13185,8854,57450,141
b'J153822.5+545138',234.59405,54.86081,616,52442,371
b'J163932.0+390843',249.88337,39.14528,817,52381,116
b'J135706.1+570418',209.27554,57.07187,1159,52669,279
b'J132515.2+330555',201.31337,33.098605,2112,53534,510
b'J130911.2+160810',197.29683,16.13618,2603,54479,18
b'J092404.3+362523',141.01805,36.42312,1274,52995,492
b'J121708.5+604850',184.28554,60.81391,955,52409,498
b'J084302.1+030225',130.7588,3.04029,564,52224,471
b'J130336.4+242134',195.90187,24.35953,2662,54505,116
b'J134657.2+363241',206.73849,36.54482,2033,53476,357
b'J114853.2+202415',177.22186,20.40433,2509,54180,549
b'J093258.7+475247',143.24466,47.87982,7307,56720,735
b'J140131.2+570447',210.38035,57.07974,1159,52669,186
b'J113335.5+471945',173.39823,47.32925,1442,53050,556
b'J105325.4+302420',163.35622,30.405471,1981,53463,599
b'J104924.2+142634',162.35115,14.4428,1749,53357,578
b'J011303.1+153109',18.26302,15.51919,423,51821,380
b'J134633.8+182553',206.64093,18.43153,2755,54507,229
b'J154440.4+465350',236.16865,46.89729,1168,52731,431
b'J091702.1+371115',139.25878,37.18751,1213,52972,199
b'J074443.5+254829',116.18151,25.80828,857,52314,449
b'J114049.6+601356',175.2068,60.23246,2881,54502,456
b'J093611.3+514816',144.04739,51.80465,7291,56992,770
b'J095440.1+261543',148.66727,26.26213,2342,53742,46
b'J131221.7+293746',198.0908,29.62965,2009,53904,546
b'J100937.4+372354',152.40616,37.39847,1426,52993,145
b'J090210.3+444630',135.54302,44.775113,897,52605,31
b'J091749.0+245327',139.45453,24.8909,2291,53714,397
b'J132036.8+305429',200.15337,30.90811,2104,53852,115
b'J133313.1+125746',203.30474,12.96285,1699,53148,562
b'J020238.9-004229',30.6624,-0.70818,4234,55478,220
b'J153456.2+013030',233.73437,1.50855,2954,54561,25
b'J131004.5+525923',197.51884,52.98993,887,52376,536
b'J075026.6+270725',117.61086,27.12385,858,52316,432
b'J102745.5+051611',156.93976,5.26991,576,52325,364
b'J133034.0+182943',202.64174,18.49554,2641,54230,223
b'J125634.1+500855',194.14244,50.14879,1280,52738,354
b'J111942.0+595116',169.92528,59.85453,8183,57375,706
b'J133822.3+633915',204.59311,63.65419,603,52056,34
b'J093520.2+335609',143.83426,33.93607,1593,52991,38
b'J125105.0+380749',192.77142,38.130438,1989,53772,200
b'J005907.3+000637',14.78043,0.11028,395,51783,510
b'J102622.7+013409',156.59476,1.56942,504,52316,195
b'J001838.5+045105',4.66052,4.85163,8745,57391,828
b'J115713.0+181739',179.30455,18.29427,2512,53877,607
b'J151901.5+505031',229.7564,50.84214,1165,52703,13
b'J094422.5+325750',146.09387,32.96395,1943,53386,606
b'J140753.8-003020',211.97431,-0.50582,302,51688,163
b'J093023.6+435103',142.59867,43.8511,870,52325,486
b'J152438.6+403806',231.16123,40.6351,1293,52765,401
b'J093344.7+054844',143.43638,5.81235,992,52644,507
b'J121045.6+272548',182.69017,27.43008,2229,53823,233
b'J144218.1+335520',220.57544,33.92224,1646,53498,232
b'J110917.4+132921',167.32286,13.48934,1751,53377,11
b'J093417.6+332926',143.57355,33.49056,1593,52991,21
b'J130023.2+085618',195.09706,8.93857,1793,53883,217
b'J102902.0+272903',157.2587199,27.4843199,2353,53794,484
b'J120511.7-030511',181.29895,-3.08651,331,52368,30
b'J091537.0+062547',138.90449,6.42974,1193,52652,563
b'J155812.9+345205',239.55389,34.86823,1418,53142,362
b'J111333.2+302016',168.38845,30.33794,2092,53460,9
b'J143056.8+324450',217.73686,32.7474,1841,53491,166
b'J120329.3+045633',180.87218,4.9426,4831,55679,388
b'J132528.5+615743',201.36936,61.962004,784,52327,594
b'J165618.7+313028',254.07815,31.50779,1176,52791,170
b'J104918.7+624054',162.32826,62.68181,773,52376,31
b'J104949.9+352210',162.45792,35.36966,2090,53463,87
b'J171850.7+304146',259.71136,30.69616,978,52441,622
b'J162105.2+412605',245.27169,41.43475,1171,52753,554
b'J114421.8+481643',176.09102,48.278564,1444,53054,527
b'J143947.1+313557',219.94668,31.599129,1842,53501,217
b'J113513.9+252020',173.80807,25.33909,2501,54084,611
b'J131732.5+363057',199.38549,36.51587,2023,53851,365
b'J102915.9+530256',157.31638,53.04902,905,52643,258
b'J142246.9+630740',215.69571,63.1279,499,51988,243
b'J103056.2+500308',157.73451,50.0524,874,52338,568
b'J112510.5+501703',171.29387,50.28439,966,52642,373
b'J120748.3+285104',181.95187,28.851007,2228,53818,209
b'J143457.7+572425',218.74059,57.40708,790,52441,145
b'J132105.5+504641',200.27304,50.77816,7433,57166,877
b'J135514.6+295534',208.81099,29.92627,2116,53854,520
b'J154615.3+123941',236.56379,12.6614,2519,54570,320
b'J145200.8+400408',223.00334,40.06899,1397,53119,98
b'J011400.8-003250',18.50366,-0.54724,398,51789,303
b'J003647.4+260205',9.19786,26.03495,7660,57357,936
b'J095336.9+443133',148.4038,44.52593,941,52709,567
b'J095024.0+211137',147.60006,21.19372,2362,53759,565
b'J142534.7+235613',216.39472,23.93721,2132,53493,473
b'J125238.2+184449',193.15951,18.74721,2615,54483,257
b'J130025.5+262822',195.10665,26.47303,2241,54169,57
b'J145237.8+445923',223.15777,44.98977,1676,53147,255
b'J153848.1+101841',234.70106,10.311416,1725,54266,364
b'J091857.7+232550',139.74077,23.43083,2290,53727,407
b'J094505.8+321637',146.27435,32.27715,1943,53386,18
b'J015105.7-003426',27.77378,-0.5741,8793,57391,20
b'J130217.6+254322',195.5735,25.72289,2662,54505,445
b'J141506.0+044559',213.7752,4.76664,583,52055,497
b'J132527.2+433321',201.36356,43.55594,1376,53089,66
b'J133133.3+510953',202.88905,51.16485,1668,53433,492
b'J094910.8+155656',147.29502,15.94889,2583,54095,274
b'J123013.8+465114',187.5576,46.85409,1453,53084,218
b'J123632.3+340308',189.1346,34.05229,2020,53431,233
b'J111713.0+242227',169.30439,24.37438,2493,54115,551
b'J113901.2+672620',174.75503,67.43894,492,51955,424
b'J134821.8+383348',207.09098,38.56335,2014,53460,440
b'J000836.6+003201',2.15275,0.53377,7862,56984,850
b'J111439.3+403737',168.66394,40.627,1439,53003,114
b'J004907.0+270732',12.27955,27.12557,7673,57329,904
b'J120404.1+084829',181.01742,8.80828,1228,52728,50
b'J143851.0+283557',219.71272,28.59924,2137,54206,533
b'J100947.4+523438',152.44784,52.57736,903,52400,598
b'J164935.0+504722',252.39597,50.78954,8055,57187,819
b'J120914.3+280712',182.3099,28.12006,2229,53823,428
b'J165636.9+371431',254.15406,37.2421,820,52438,406
b'J102504.6+102444',156.2692,10.41236,1598,53033,168
b'J120433.6-014214',181.14009,-1.70403,331,52368,611
b'J115653.9+333133',179.2247,33.52587,2099,53469,186
b'J140159.9+293429',210.49995,29.57482,2122,54178,200
b'J102026.5+413352',155.1105,41.56466,1359,53002,381
b'J113535.5+475104',173.89821,47.851015,1444,53054,385
b'J141214.9+643543',213.06212,64.59529,498,51984,105
b'J092702.8+390221',141.76186,39.03927,8832,57445,384
b'J123638.1+030246',189.15892,3.04635,4753,55674,59
b'J125847.1+242741',194.69629,24.46157,2662,54505,392
b'J120237.9+035745',180.65819,3.96263,841,52375,10
b'J143734.8+374034',219.3953,37.6763,1382,53115,412
b'J093933.0+544929',144.88761,54.82496,7283,57063,660
b'J004444.5+202242',11.18556,20.3786,7616,56902,75
b'J123739.0+403046',189.41286,40.5129,1984,53433,595
b'J171757.6+330536',259.49041,33.09339,2973,54591,160
b'J133724.9+193508',204.35402,19.58565,2642,54232,340
b'J144831.3+441517',222.13054,44.2549,1289,52734,586
b'J125308.1+601709',193.28413,60.28587,957,52398,472
b'J090615.6+121850',136.56526,12.31396,2576,54086,432
b'J093353.7+244827',143.47391,24.80771,2294,54524,87
b'J092712.8+102537',141.8034,10.42707,1740,53050,69
b'J101708.4+095516',154.28535,9.92131,5336,55957,294
b'J130924.8+534128',197.3536,53.69124,8218,57519,116
b'J090627.4+455837',136.61436,45.977,898,52606,199
b'J091120.6+292030',137.83585,29.34173,1936,53330,146
b'J095812.2+231438',149.55116,23.24415,2298,53737,518
b'J114610.4+121220',176.54339,12.20564,1609,53142,314
b'J133535.2+340134',203.89681,34.02624,1993,53762,54
b'J104012.9+383548',160.054,38.5967,1432,53003,91
b'J015323.4-100053',28.3479,-10.01498,665,52168,213
b'J151422.8+413605',228.59511,41.60143,1292,52736,415
b'J111702.9+421232',169.26235,42.20916,1439,53003,618
b'J165433.3+382842',253.63907,38.47855,632,52071,483
b'J111554.9+252738',168.97891,25.46069,2214,53794,46
b'J075626.8+132549',119.11173,13.43055,2264,53682,145
b'J124458.7+173259',191.24479,17.54975,2601,54144,271
b'J095833.0+473852',149.63788,47.64802,7299,56686,2
b'J114156.1+540707',175.48405,54.11889,1014,52707,25
b'J153355.8+154545',233.48259,15.7626,2782,54592,461
b'J153310.8+293554',233.29528,29.59835,1652,53555,531
b'J144600.1+122240',221.50069,12.377757,1712,53531,596
